,gender,name,id,known_for_department,popularity
nm0350758,0,József Gémes,127483,Directing,0.6
nm0529151,0,Robin Lyons,127482,Writing,0.6
nm0531726,0,George MacDonald,127485,Writing,0.6
nm0361593,0,Magda Hap,118100,Editing,0.6
nm0427646,2,Bruce Jones,235361,Acting,0.6
nm0113936,0,Julie Brown,1373457,Acting,0.6
nm0681085,0,Gemma Phoenix,235362,Acting,0.6
nm0866870,2,Ricky Tomlinson,29699,Acting,1.96
nm0522857,0,Desmond Lowden,21074,Writing,0.6
nm0370700,0,John Haycraft,1370644,Acting,0.6
nm0410958,2,Kazuo Ishiguro,83664,Writing,1.66
nm0566382,2,Kent McCord,2062,Acting,1.838
nm0164918,1,Melinda Clarke,89251,Acting,1.258
nm0003587,2,John Penney,89250,Writing,0.6
nm0773542,2,Gary Schmoeller,94664,Production,0.6
nm0045660,0,Michael Backes,51804,Visual Effects,1.22
nm0507659,2,Richard Lewis,6105,Acting,1.274
nm0001865,1,Amy Yasbeck,1219,Acting,4.407
nm0788526,2,J.D. Shapiro,43608,Writing,0.6
nm0151362,0,Evan Chandler,53838,Writing,0.6
nm0006186,0,Hummie Mann,53839,Sound,0.6
nm0642672,2,Michael D. O'Shea,53840,Camera,0.84
nm0752802,1,Remy Ryan,44058,Acting,0.996
nm0189777,2,Patrick Crowley,25600,Production,0.6
nm0940070,0,Wallace Wood,21381,Acting,0.6
nm0003011,2,Dariusz Wolski,120,Camera,1.38
nm0005272,2,Thomas Ian Nicholas,21403,Acting,2.456
nm0355278,2,Albert Hall,8354,Acting,2.287
nm0607920,1,Amy Morton,26930,Acting,2.336
nm0363958,2,Sam Harper,52696,Writing,1.05
nm0269463,2,Jon Favreau,15277,Directing,6.418
nm0511196,0,Greta Lind,76986,Acting,0.6
nm0294975,2,Robert N. Fried,54797,Production,0.6
nm0940531,2,Cary Woods,5505,Production,0.648
nm0347509,2,Tom Guiry,4729,Acting,2.454
nm0899953,2,Mike Vitar,69738,Acting,1.678
nm0719606,2,Patrick Renna,69740,Acting,4.414
nm0348363,2,Robert Gunter,69743,Writing,0.656
nm0209413,2,Dale De La Torre,69744,Production,0.6
nm0328751,1,Caroline Goodall,6692,Acting,3.577
nm0690051,2,Max Pomeranc,85313,Acting,0.6
nm0906659,0,Fred Waitzkin,554246,Writing,1.4
nm0394564,2,William Horberg,15906,Production,0.6
nm0531069,1,Kate Maberly,13010,Acting,3.107
nm0699117,2,Heydon Prowse,68689,Acting,1.4
nm0461409,2,Andrew Knott,55468,Acting,1.025
nm0560795,2,Roddy Maude-Roxby,127264,Acting,0.6
nm0629933,2,William Nicholson,933,Writing,1.73
nm0142577,2,Raymond Carver,10413,Writing,0.6
nm0111225,2,Cary Brokaw,6476,Production,0.6
nm0556789,1,Judi Ann Mason,1213337,Writing,0.6
nm0910935,1,Jean Wang,73472,Acting,1.017
nm0874696,0,Angie Tsang Sze-Man,130517,Acting,0.6
nm0539678,2,Ross Malinger,12928,Acting,4.928
nm0033578,2,Jeff Arch,12921,Writing,0.6
nm0515891,2,Luis Llosa,26648,Directing,1.38
nm0065847,2,Michael Frost Beckner,21203,Writing,1.96
nm0508052,0,Crash Leyland,25008,Writing,0.92
nm0289219,0,Robbie Fox,65316,Writing,0.6
nm0280890,2,Lanny Flaherty,3204,Acting,1.001
nm0000750,2,Jon Amiel,15148,Directing,1.31
nm0806416,2,Adam Small,72406,Writing,1.018
nm0001303,1,Carla Gugino,17832,Acting,22.174
nm0681882,1,Cindy Pickett,74276,Acting,5.019
nm0166767,2,Patrick J. Clifton,38693,Writing,0.6
nm0573185,1,Susan McMartin,74277,Writing,1.108
nm0839372,0,Madeline Sunshine,140039,Writing,0.6
nm0839379,2,Steven Sunshine,140040,Writing,0.6
nm0463814,1,Aya Kokumai,52709,Acting,1.4
nm0913880,2,Tetsu Watanabe,20335,Acting,1.4
nm0441548,2,Masanobu Katsumura,52710,Acting,1.4
nm3906854,0,Ritta Saito,1432471,Production,0.6
nm0001876,1,Catherine Zeta-Jones,1922,Acting,4.722
nm0097717,2,Simon Bosanquet,9176,Production,0.6
nm0606877,2,Redmond Morris,9022,Production,0.6
nm0395850,2,Dominique Horwitz,39251,Acting,1.4
nm0470981,2,Thomas Kretschmann,3491,Acting,6.1
nm0293695,2,Jochen Nickel,4936,Acting,1.708
nm0748993,2,Sebastian Rudolph,22184,Acting,1.778
nm0005917,2,Joseph Vilsmaier,14614,Directing,0.61
nm0127321,0,Jürgen Büscher,57825,Writing,0.6
nm0296356,0,Christoph Fromm,55351,Writing,0.6
nm0373893,0,Johannes Heide,68023,Writing,0.6
nm0404483,2,Hanno Huth,17732,Production,0.84
nm0489725,0,Andra Lasmanis,1264182,Editing,0.6
nm0509158,0,Carina Lidbom,132501,Acting,0.828
nm0388757,0,Andreas Hoffer,132500,Acting,0.6
nm0644020,0,Gabriel Odenhammar,82546,Acting,0.6
nm0031992,2,Stephan Apelgren,81210,Directing,1.96
nm0414934,0,Anders Jacobsson,558214,Writing,0.6
nm0648146,0,Sören Olsson,1097234,Writing,0.6
nm0721210,0,Ernie Reyes Sr.,109418,Acting,0.6
nm0001705,2,Rob Schneider,60949,Acting,3.838
nm0721205,2,"Ernie Reyes, Jr.",58210,Acting,1.806
nm0184610,2,Nicolas Cowan,139869,Acting,0.6
nm0463844,0,Evzen Kolar,67431,Production,0.6
nm0141961,2,Thomas Carter,52038,Directing,1.702
nm0271061,0,Jonathan Marc Feldman,65060,Writing,0.6
nm0544307,2,John Bard Manulis,38800,Production,0.6
nm0948137,0,Kwong Kim Yip,65940,Writing,0.98
nm0950722,1,Fennie Yuen,26787,Acting,0.6
nm0815040,2,Michael Sorich,61308,Acting,1.566
nm0150850,2,Natalis Chan,990443,Acting,5.222
nm0497758,2,Lee Lik-Chi,118355,Acting,1.687
nm0463674,2,Vincent Kok,65934,Acting,1.963
nm0336978,2,Thomas K. Gray,19500,Production,0.6
nm0934179,2,Stuart Wilson,14344,Acting,1.586
nm0266468,2,Kevin Falls,81374,Writing,1.052
nm0257259,2,Tom Engelman,9185,Production,1.38
nm0374084,1,Carol Heikkinen,65872,Writing,0.98
nm0744647,0,G. Marq Roswell,1538822,Sound,0.6
nm0275651,2,Niv Fichman,4583,Production,0.652
nm0272173,2,Colm Feore,10132,Acting,3.731
nm0450658,0,Derek Keurvorst,1239577,Acting,NaN
nm0480430,0,Katya Ladan,1211071,Acting,0.6
nm0026621,2,Devon Anderson,47988,Acting,0.6
nm0320660,2,François Girard,78012,Directing,0.786
nm0001528,2,Don McKellar,20173,Acting,2.268
nm0571903,0,Nick McKinney,219052,Production,0.6
nm0020157,0,Michael Allder,1242782,Production,0.6
nm0000138,2,Leonardo DiCaprio,6193,Acting,13.716
nm0088098,2,Jonah Blechman,53814,Acting,1.38
nm0938326,0,Tobias Wolff,53809,Writing,0.6
nm0021008,1,Rosalind Allen,102718,Acting,1.4
nm0000371,1,Ami Dolenz,41273,Acting,1.915
nm0614318,0,Jack F. Murphy,1147297,Production,0.6
nm0006171,2,Daniel Licht,46353,Sound,0.6
nm0592824,2,Bob Misiorowski,127542,Directing,0.6
nm0952498,2,Zbigniew Zamachowski,1145,Acting,0.833
nm0753666,0,Benoît Régent,1138,Acting,1.477
nm0717650,2,Charles Nelson Reilly,1211888,Acting,1.4
nm0053388,2,Gary Barber,4507,Production,1.4
nm0742553,0,Keva Rosenfeld,1109533,Directing,0.6
nm0001804,2,Stanley Tucci,2283,Acting,5.985
nm0009183,2,Ian Abrams,74037,Writing,0.6
nm0001717,2,Kyle Secor,40258,Acting,2.06
nm0797220,0,Tom Sierchio,1377536,Writing,0.6
nm0058829,0,Helen Buck Bartlett,69896,Production,0.6
nm0807124,0,Maarten Smit,96843,Acting,0.84
nm0445865,0,Andrew Kelley,96844,Acting,0.6
nm0807008,0,Freark Smink,96845,Acting,0.6
nm0449216,0,Roeland Kerbosch,96842,Writing,0.84
nm0088613,0,Don Bloch,1170552,Writing,0.6
nm0200656,0,Rudi van Dantzig,1170553,Writing,0.6
nm0142598,2,James Carville,60093,Acting,1.22
nm0826888,2,George Stephanopoulos,117817,Acting,1.4
nm0065321,0,Heather Beckel,1051946,Acting,0.6
nm0066669,2,Paul Begala,175194,Acting,0.6
nm0373698,1,Chris Hegedus,115891,Directing,0.6
nm0191712,2,R. J. Cutler,89814,Production,0.6
nm0262204,1,Wendy Ettinger,117821,Production,0.6
nm0672061,2,Frazer Pennebaker,117822,Production,0.6
nm0949385,2,Chris Young,27504,Acting,2.36
nm0005191,1,Paula Marshall,59449,Acting,1.905
nm1255914,2,Kevin Rock,91027,Writing,1.383
nm0839660,2,Stephen Surjik,56155,Directing,1.708
nm0847994,0,Hudson Talbott,1109914,Writing,0.6
nm0073418,0,Blaze Berdahl,1217653,Acting,0.6
nm0957797,2,Dick Zondag,1109913,Visual Effects,0.6
nm0957798,2,Ralph Zondag,65855,Directing,1.532
nm0004752,1,Troy Byer,42974,Acting,1.96
nm1288947,2,Péter Wolf,56006,Sound,0.6
nm0604371,2,Edward Morey III,56007,Camera,0.6
nm0373282,2,Peter Hedges,3290,Writing,1.4
nm0558061,2,David Matalon,21809,Production,NaN
nm0645072,2,Bertil Ohlsson,4007,Production,0.6
nm0855283,2,Meir Teper,68802,Production,0.98
nm0472323,2,Barry Krost,952087,Production,0.6
nm0446805,1,Rae'Ven Larrymore Kelly,18346,Acting,0.6
nm0135102,1,Virginia Capers,80990,Acting,1.614
nm0517064,2,Kurt Loder,151361,Acting,0.98
nm0486824,0,Kate Lanier,66598,Writing,0.6
nm0319673,2,John Gilroy,67810,Editing,0.6
nm0522615,2,Ed Lover,94353,Acting,0.84
nm0237321,2,Doctor Dré,94352,Acting,0.6
nm0229200,2,Badja Djola,107009,Acting,0.6
nm0416355,0,Cheryl 'Salt' James,551998,Acting,0.98
nm0001130,2,Ted Demme,34849,Directing,0.98
nm0339102,2,Seth Greenland,160077,Writing,0.6
nm0938292,2,Michael Wolff,934287,Acting,1.38
nm0453981,2,Adam Kimmel,5360,Camera,0.84
nm0944578,2,Xiong Xin-Xin,131732,Acting,1.708
nm0156467,2,Dicky Cheung Wai-Kin,83489,Acting,2.95
nm0155598,2,Jingle Ma,46325,Directing,1.109
nm0151125,2,Teddy Chan,70703,Directing,2.268
nm0155587,2,Kent Cheng,65966,Acting,4.937
nm0437630,0,Law Hang Kang,83690,Acting,0.6
nm0628739,1,Christine Ng,83689,Acting,2.407
nm0939202,2,Kirk Wong,58036,Directing,1.708
nm0161159,0,Chun Tin-Nam,66774,Writing,1.708
nm0151013,0,Man Keung Chan,566175,Writing,1.4
nm0156451,0,Cheung Chi-Sing,66773,Writing,0.6
nm0289247,2,Sean Fox,148101,Acting,0.6
nm0094581,2,J. Evan Bonifant,69924,Acting,5.117
nm0437659,2,Charles T. Kanganis,36147,Directing,1.094
nm0645661,2,Shin Sang-ok,148103,Directing,1.619
nm0881817,0,Gabriel Cosmin Urdes,150573,Acting,0.6
nm0586632,2,Lukas Miko,150574,Acting,0.738
nm0345100,2,Otto Grünmandl,61471,Acting,0.694
nm0071501,1,Anne Bennent,37069,Acting,1.4
nm0000580,2,Luke Perry,8395,Acting,4.837
nm0278026,2,Cameron Finley,215830,Acting,0.689
nm0552222,2,Duane Martin,84077,Acting,1.052
nm0047223,2,David Bailey,155236,Acting,0.6
nm0689385,2,Jeff Pollack,88060,Directing,1.614
nm0575656,2,Benny Medina,66733,Production,1.4
nm0697357,0,Tom Priestley Jr.,13931,Camera,0.694
nm0005159,2,Tone Loc,31004,Acting,1.4
nm0001723,2,Tom Shadyac,4499,Directing,1.73
nm0077062,2,Jack Bernstein,29901,Writing,0.6
nm0086180,1,Sue Blainey,31858,Editing,0.996
nm0001602,2,Guy Pearce,529,Acting,6.086
nm0751405,0,Rebel Penfold-Russell,126332,Acting,0.6
nm0254632,2,Stephan Elliott,27889,Directing,0.6
nm0163618,2,Al Clark,30209,Production,0.6
nm0343378,2,Guy Gross,26050,Sound,0.6
nm0106866,2,Brian J. Breheny,31856,Camera,0.6
nm0945992,1,Yang Kuei-Mei,65354,Acting,1.418
nm0874642,0,Yi-chun Tsai,150343,Writing,0.6
nm0946040,0,Pi-ying Yang,150344,Writing,1.38
nm0161230,0,Hu-pin Chung,72010,Production,0.6
nm0537698,0,Charles Gitonga Maina,134763,Acting,0.6
nm0891483,1,Yolanda Vazquez,134764,Acting,1.4
nm0637681,2,Winston Ntshona,75790,Acting,0.6
nm0032318,0,Max Apple,134762,Writing,0.98
nm0842065,0,Rosalie Swedlin,955583,Production,0.98
nm0006701,2,John Schwartzman,892,Camera,0.6
nm0000394,2,Chris Farley,58198,Acting,1.553
nm0929186,0,Rich Wilkes,53345,Writing,2.136
nm0002843,0,Steve Rosenzweig,1395359,Art,0.6
nm0530581,1,Elina Löwensohn,17257,Acting,1.62
nm0949433,2,Damian Young,109144,Acting,1.96
nm0852563,0,Jeffrey Taylor,1521755,Sound,0.6
nm0358172,0,Steve Hamilton,1521757,Editing,0.6
nm0562307,2,V. N. Mayekar,110233,Editing,0.6
nm0849199,1,Raveena Tandon,123180,Acting,1.788
nm0006433,1,Karisma Kapoor,76233,Acting,1.96
nm0081229,0,Ishwar Bidri,110151,Crew,0.6
nm0788453,0,Adam Shapiro,1459884,Production,0.6
nm0001499,1,Tina Majorino,53930,Acting,3.717
nm0576721,2,Shane Meier,130935,Acting,1.96
nm0329335,0,Harry Goodridge,932380,Writing,0.6
nm0226343,0,Lew Dietz,932381,Writing,0.98
nm0053096,1,Dana Baratta,1628739,Writing,0.6
nm0359590,0,Annette Handley Chandler,1424552,Production,0.6
nm0025627,0,Tinnu Anand,85733,Acting,1.153
nm0505323,2,Johnny Lever,35819,Acting,2.628
nm0712541,0,Rahul Rawail,1007697,Directing,0.98
nm0415514,2,Rumi Jaffery,87354,Writing,2.055
nm0707310,0,Gautam Rajadhyaksha,995385,Writing,1.4
nm0686907,2,Thomas Platt,57482,Writing,1.094
nm0355083,2,Brian Haley,10138,Acting,1.133
nm0277393,2,Charles Finch,58047,Acting,0.6
nm0925404,0,Roger White,144824,Sound,0.6
nm0084443,1,Seema Biswas,230632,Acting,1.4
nm0659241,2,Nirmal Pandey,995721,Acting,1.4
nm0900267,0,Rajesh Vivek,129726,Acting,1.153
nm0784016,0,Mala Sen,1384979,Writing,0.6
nm0066063,0,Bobby Bedi,131892,Production,0.6
nm0074065,1,Tushka Bergen,65058,Acting,2.11
nm0000227,1,Mira Sorvino,23931,Acting,4.678
nm0855103,2,Jon Tenney,4602,Acting,2.596
nm0871456,2,Joey Travolta,4603,Acting,1.22
nm0171903,2,Eugene Collier,4605,Acting,0.6
nm0003196,0,Ueli Christen,1871,Editing,0.6
nm0726257,1,Katja Riemann,1874,Acting,1.4
nm0473166,2,Joachim Król,1084,Acting,1.708
nm0065274,2,Rufus Beck,1875,Acting,2.157
nm0941811,2,Sönke Wortmann,1869,Directing,1.96
nm0477910,2,Ralf König,3751,Writing,0.84
nm0108041,0,Torsten Breuer,1872,Camera,0.6
nm0005846,2,Gernot Roll,1870,Camera,1.382
nm0001086,2,Alan Cumming,10697,Acting,2.642
nm0786564,0,Anna Sewell,76959,Writing,0.6
nm1866747,2,Tony Shimkin,66065,,0.6
nm0095176,2,Brian Bonsall,76130,Acting,1.27
nm0240565,1,Karen Duffy,76131,Acting,0.695
nm0906548,2,Rupert Wainwright,11809,Directing,1.533
nm0139655,0,Colby Carr,960811,Writing,0.6
nm0492441,2,Christopher Lawford,7223,Acting,0.98
nm0259021,2,C.O. Erickson,7690,Production,0.6
nm0324970,2,Eric L. Gold,35696,Production,1.38
nm0828342,0,Dana Stevens,11898,Acting,1.4
nm0723468,2,John Rice,71234,Writing,0.98
nm0061337,2,Joe Batteer,71235,Writing,0.84
nm0005366,2,Jay Roach,6737,Directing,1.245
nm0065169,2,Jeff Beck,107602,Acting,0.6
nm0821417,1,Rama Laurie Stagner,227010,Writing,0.6
nm0816105,2,Boots Southerland,57155,Acting,1.96
nm0384379,2,Jess Hill,57165,Writing,0.98
nm0669968,2,Giuseppe Pedersoli,57168,Production,0.6
nm0920878,0,Matthias Wendlandt,57169,Production,0.6
nm0846367,0,Carlo Tafani,4676,Camera,0.6
nm0810086,0,T. Ryder Smith,140378,Acting,1.38
nm0362955,1,Amy Hargreaves,92728,Acting,1.848
nm0654323,2,Brian Owens,140376,Writing,1.286
nm0001825,2,Andrew Kevin Walker,12047,Writing,2.028
nm0747118,0,Michel Roy,58275,Production,0.6
nm0109620,2,Ritch Brinkley,22134,Acting,0.98
nm0304000,2,James Gammon,16433,Acting,1.778
nm0720304,2,Adam Resnick,57107,Writing,0.6
nm0058418,2,Steve Bartek,38335,Sound,0.732
nm0005044,2,Jonathan Jackson,23495,Acting,1.835
nm0003289,2,John Putch,21475,Acting,1.4
nm0778642,2,Peter Scolari,42363,Acting,3.35
nm0492714,2,David Lawrence,21587,Sound,0.6
nm0185578,2,Peter Crabbe,83292,Writing,0.6
nm0383733,2,Nat Hiken,131565,Writing,0.6
nm0850513,2,Erik Tarloff,1217133,Writing,0.98
nm0139528,2,Renato Carpentieri,35104,Acting,0.84
nm0102563,0,Giovanna Bozzolo,93720,Acting,0.6
nm0621385,0,Sebastiano Nardone,93721,Acting,0.6
nm0738433,2,Henry Rollins,9290,Acting,3.593
nm0609215,2,Josh Mostel,33489,Acting,1.932
nm0943829,2,Brad Wyman,6887,Production,0.728
nm0027283,0,Pete Anderson,215516,Sound,0.6
nm0001530,2,William McNamara,18687,Acting,1.726
nm0816172,2,Brad Southwick,587841,Production,1.38
nm0148689,2,Dano Cerny,133665,Acting,0.6
nm0577601,2,Ron Melendez,133968,Acting,1.553
nm0334398,1,Nancy Lee Grahn,133969,Acting,0.98
nm0382783,2,James D.R. Hickox,68762,Directing,0.84
nm0338557,2,Matt Greenberg,29606,Writing,0.694
nm0505262,2,Dode B. Levenson,133664,Writing,0.6
nm0214483,2,Gary DePew,949611,Production,0.6
nm0372367,1,Patricia Healy,95145,Acting,1.96
nm0138009,2,Roy Carlson,95144,Writing,0.6
nm0651614,2,Barrie M. Osborne,123,Production,0.828
nm0306473,0,Roel A. García,68029,Sound,0.6
nm0437580,2,Takeshi Kaneshiro,43661,Acting,3.69
nm0910947,1,Faye Wong,12671,Acting,1.815
nm0151176,0,Yi-kan Chan,1117959,Production,0.6
nm0301704,0,Michael Galasso,12454,Sound,0.6
nm0449255,0,Jean-Marc Kerdelhue,86453,Art,0.6
nm0490702,1,Chantal Lauby,82119,Acting,3.821
nm0149260,2,Alain Chabat,4275,Acting,2.883
nm0268543,2,Dominique Farrugia,27221,Acting,0.702
nm0073322,2,Alain Berbérian,44554,Directing,1.094
nm0152031,0,Philippe Chany,411483,Acting,NaN
nm0197340,2,Laurent Dailland,6316,Camera,0.6
nm0663221,0,Véronique Parnet,44076,Editing,0.6
nm0021835,2,Joaquim de Almeida,22462,Acting,1.955
nm0641168,2,Brian O'Halloran,23629,Acting,1.255
nm0026879,2,Jeff Anderson,23630,Acting,2.395
nm0003870,0,Marilyn Ghigliotti,23631,Acting,1.38
nm0819412,0,Lisa Spoonhauer,23632,Acting,0.6
nm0003620,2,Kevin Smith,19303,Directing,2.983
nm0608714,2,Scott Mosier,20503,Production,1.4
nm0003140,2,David Klein,21405,Camera,1.048
nm0000605,2,Brad Renfro,51214,Acting,2.503
nm0326040,2,Akiva Goldsman,5575,Writing,3.162
nm0068709,2,Ned Bellamy,2141,Acting,1.62
nm0836198,0,Al Stump,105399,Writing,0.6
nm0712753,2,Billy Ray,21807,Writing,2.68
nm0813825,0,Bernie Somers,94973,Writing,0.6
nm0849231,0,Nancy Graham Tanen,52033,Production,0.6
nm0625458,1,Jessie Nelson,16853,Production,1.4
nm0563394,1,Paula Mazur,65378,Production,0.6
nm0185215,0,Rick Cox,65380,Sound,0.6
nm0365450,1,Zelda Harris,112037,Acting,0.98
nm0497578,1,Joie Lee,13602,Acting,0.989
nm0415409,2,Arthur Jafa,1349873,Camera,0.6
nm0000699,2,Michael Wincott,7486,Acting,1.884
nm0205373,1,Rochelle Davis,57701,Acting,1.283
nm0001639,2,Alex Proyas,21085,Directing,1.708
nm0639335,2,James O'Barr,57702,Writing,0.6
nm0794326,2,John Shirley,1217663,Writing,0.6
nm0609184,2,Jeff Most,57707,Production,1.4
nm0190047,0,Charles Crumb,1369235,Acting,0.6
nm0190052,0,Maxon Crumb,1369236,Acting,0.6
nm0959062,0,Terry Zwigoff,17447,Directing,4.129
nm0640804,1,Lynn O'Donnell,140993,Production,0.6
nm0091153,2,David Boeddinghaus,140994,Sound,0.6
nm0515309,2,Victor Livingston,140995,Editing,0.6
nm0002062,1,Kathryn Erbe,49824,Acting,3.137
nm0918873,2,Sam Weisman,54967,Directing,1.388
nm0249885,0,Chris Edwards,13195,Art,0.6
nm0693531,1,Ely Pouget,36898,Acting,1.38
nm0393853,2,William Hootkins,663,Acting,1.182
nm0788767,2,John Sharian,36900,Acting,1.112
nm0635759,2,Stephen Norrington,10808,Directing,1.404
nm0581150,0,Crispin Merrell,1159571,Sound,0.6
nm0207532,2,John de Borman,24256,Camera,1.4
nm0256770,0,Paul Endacott,1496281,Editing,0.6
nm0787825,2,Chuck Shamata,14905,Acting,1.838
nm0326161,2,Allan A. Goldstein,52325,Directing,1.62
nm0171718,2,Michael Colleary,11403,Writing,0.6
nm0610210,0,Krystia Mova,65537,Acting,0.6
nm0233557,0,Ariel Dorfman,65540,Writing,0.6
nm0469571,0,Josh Kramer,65541,Production,0.6
nm0352847,0,François Hadji-Lazaro,77904,Acting,1.4
nm0001197,1,Anna Falchi,87679,Acting,1.786
nm0778554,2,Tiziano Sclavi,87681,Writing,1.4
nm0181107,1,Tilde Corsi,993226,Production,0.6
nm0001921,2,Paul Attanasio,45543,Writing,1.708
nm0661407,1,Judy Parfitt,33448,Acting,2.555
nm0142286,2,D.J. Caruso,40256,Directing,2.383
nm0005052,2,Michael Jeter,2169,Acting,2.324
nm0341389,2,Tony Griffin,942118,Writing,0.6
nm0543619,0,Guy Manos,21386,Writing,0.656
nm0058302,2,Peter Barsocchini,40254,Writing,0.828
nm0921853,2,Charles B. Wessler,7408,Production,1.614
nm0268380,2,Peter Farrelly,7396,Directing,2.397
nm0268370,2,Bobby Farrelly,7395,Directing,1.715
nm0947395,2,Bennett Yellin,55162,Writing,1.4
nm0471097,2,Brad Krevoy,51702,Production,1.96
nm0820925,2,Steven Stabler,51703,Production,0.6
nm0659388,0,Jacky Pang Yee Wah,20475,Production,0.6
nm0874639,0,Sung-lin Tsai,213439,Production,0.6
nm0340674,0,Rudolph Grey,7129,Writing,NaN
nm0006465,1,Marilyn Vance,7719,Costume & Make-Up,0.6
nm0274216,0,Rebecca Ferratti,928,Acting,1.943
nm0000192,1,Alyssa Milano,24967,Acting,3.168
nm0324981,0,Glori Gold,551510,Acting,0.6
nm0247824,0,Halle Eaton,551518,Writing,0.6
nm0167548,0,Nicole Coady,551519,Writing,0.6
nm0084598,2,Rick Bitzelberger,101105,Writing,0.6
nm0005257,2,Alan Mruvka,1016098,Production,0.6
nm0136597,1,Nathalie Cardone,55926,Acting,1.614
nm0723351,1,Anne Rice,9018,Writing,1.394
nm0024554,1,Deborah Amelon,944714,Writing,1.4
nm0116358,2,Bob Brunner,83060,Writing,1.38
nm0339304,2,Bruce Greenwood,21089,Acting,2.211
nm0000477,1,Mia Kirshner,18658,Acting,2.946
nm0294928,1,Camelia Frieberg,64713,Production,0.6
nm0704918,0,Steven Rabiner,939473,Production,0.6
nm0820847,1,Rebecca Staab,88168,Acting,2.449
nm0809344,2,Michael Bailey Smith,37008,Acting,1.22
nm0498278,2,Stan Lee,7624,Writing,7.951
nm0227958,2,Stefano Dionisi,16240,Acting,1.585
nm0959113,1,Elsa Zylberstein,39195,Acting,2.167
nm0179216,0,Gérard Corbiau,67794,Directing,0.6
nm0179215,0,Andrée Corbiau,228094,Writing,0.6
nm0064530,2,Marcel Beaulieu,41519,Writing,0.98
nm0005698,2,Walther van den Ende,24721,Camera,0.6
nm0148393,2,Petr Čepek,83882,Acting,3.642
nm0473773,0,Vladimír Kudla,1320281,Acting,1.4
nm0951711,0,Antonín Zacpal,544286,Acting,0.6
nm0333187,2,Christian Dietrich Grabbe,83881,Writing,0.6
nm0436047,2,Jaromír Kallista,1082422,Production,0.6
nm0876300,2,Ulrich Tukur,8198,Acting,1.564
nm0773845,2,Helge Schneider,18400,Acting,1.12
nm0381538,2,Wolfgang Hess,1604364,Acting,0.6
nm0685188,0,Akif Pirinçci,56479,Writing,0.6
nm0460201,2,Martin Kluger,56478,Writing,0.6
nm0169260,2,Bruce Cohen,8215,Production,1.4
nm0343165,2,Winston Groom,26,Writing,0.6
nm0281424,2,James Fleet,10726,Acting,1.564
nm0001003,2,Simon Callow,4001,Acting,1.71
nm0448953,2,Duncan Kenworthy,7019,Production,0.828
nm0892109,0,John Veitch,29856,Production,0.6
nm0480641,0,Steph Lady,29855,Writing,0.6
nm0723066,2,Eduardo Ricard,118068,Acting,0.6
nm0827868,2,Tom Stern,568711,Writing,0.98
nm0122899,2,Tim Burns,165655,Writing,0.652
nm0364643,1,Dorian Harris,75626,Editing,0.6
nm0625735,2,Sean Nelson,75601,Acting,1.052
nm0942668,1,N'Bushe Wright,10824,Acting,2.078
nm0800215,2,John Alan Simon,21373,Production,0.6
nm0007210,2,Saul Rubinek,3712,Acting,2.087
nm0853200,0,Stephen James Taylor,1341802,Sound,0.98
nm0027323,2,Richard Anderson,12312,Acting,1.336
nm0425423,2,John Eddie Johnson,1667189,Writing,0.6
nm0920578,0,Ned Welsh,1316752,Writing,0.6
nm0126347,0,Thomas S. Byrnes,1295114,Production,0.6
nm0369076,2,Takayuki Hattori,66157,Sound,0.6
nm0368090,0,Jun Hashizume,554316,Acting,0.6
nm0948518,0,Zenkichi Yoneyama,1091711,Acting,0.6
nm0256628,2,Akira Emoto,13283,Acting,1.798
nm0945614,0,Kensho Yamashita,1091638,Directing,0.6
nm2846352,0,Kanji Kashiwa,1301348,Writing,0.6
nm0440569,0,Hiroshi Kashiwabara,66156,Writing,0.84
nm0721614,0,Brian J. Reynolds,1533102,Camera,0.6
nm0001772,2,Patrick Stewart,2387,Acting,11.602
nm0282472,2,John Flock,64507,Production,0.6
nm0950703,1,Anita Yuen,64895,Acting,2.623
nm0156557,2,Roman Cheung,1069018,Writing,1.4
nm0001491,1,Melanie Lynskey,15091,Acting,3.598
nm0000701,1,Kate Winslet,204,Acting,6.403
nm0670582,1,Sarah Peirse,15092,Acting,0.603
nm0448712,1,Diana Kent,15094,Acting,0.749
nm0093151,0,Alun Bollinger,15090,Camera,0.6
nm0569711,2,Tom McGowan,77338,Acting,4.168
nm0777125,2,Aaron Schwartz,77337,Acting,0.605
nm0001774,2,Ben Stiller,7399,Acting,5.576
nm0031976,2,Judd Apatow,41039,Writing,2.999
nm1525033,2,Shinchou Kokontei,86856,Acting,1.214
nm1228447,0,Makoto Nonomura,86857,Acting,0.6
