tconst,rating,title,year,id
tt0392728,0,Roundhay Garden Scene,1888,8040
tt0000003,0,Pauvre Pierrot,1892,5433
tt0000014,0,Tables Turned on the Gardener,1895,5444
tt0132134,0,"Execution of Mary, Queen of Scots, The",1895,6200
tt0000091,0,"House of the Devil, The",1896,4982
tt0000131,0,Une nuit terrible,1896,5406
tt0223341,0,La fee aux choux,1896,5445
tt0000012,0,"Arrival of a Train, The",1896,6199
tt0224240,0,"Temptation of St. Anthony, The",1898,5411
tt0000211,0,"Astronomer&#39;s Dream; or, The Man in the Moon, The",1898,5410
tt0135696,0,Four Heads Are Better Than One,1898,4978
tt0000230,3,Cinderella,1899,5914
tt0000246,0,A Turn of the Century Illusionist,1899,4994
tt0230746,0,"Searching Ruins on Broadway, Galveston, for Dead Bodies",1900,5072
tt0257654,0,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),1900,4345
tt0291476,0,Sherlock Holmes Baffled,1900,1594
tt0000272,0,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),1900,4344
tt0227438,0,"Doctor and the Monkey, The",1900,5446
tt0000304,0,Grandma&#39;s Reading Glass,1900,4343
tt0000313,0,Let Me Dream Again,1900,5438
tt0000306,0,Hamlet ( Le Duel d&#39;Hamlet),1900,4346
tt0135453,0,"One-Man Band, The",1900,4993
tt0377995,0,Grandma Threading Her Needle,1900,5069
tt0000300,0,"Enchanted Drawing, The",1900,4271
tt0258104,0,Reve et realite,1901,5437
tt0000359,0,L&#39;homme a la tete en caoutchouc,1901,4995
tt0131934,0,Bluebeard,1901,5500
tt0000417,0,Le voyage dans la lune,1902,1252
tt0000413,0,Mephistopheles&#39; School of Magic,1902,5443
tt0367177,0,"Twentieth Century Tramp; or, Happy Hooligan and His Airship, The",1902,5432
tt0229024,0,Gulliver&#39;s Travels,1902,5431
tt0223755,0,"Monster, The",1903,5064
tt0000439,0,"Great Train Robbery, The",1903,1319
tt0189498,0,"Enchanted Well, The",1903,5683
tt0000455,0,"Music Lover, The",1903,5063
tt0135180,0,"Infernal Boiling Pot, The",1903,5002
tt0000499,0,Le voyage a travers l&#39;impossible,1904,6135
tt0215664,0,"Cook in Trouble, The",1904,5224
tt0135179,0,"Living Playing Cards, The",1904,5404
tt0135631,0,"Untamable Whiskers, The",1904,5601
tt0135690,0,"Scheming Gambler&#39;s Paradise, The",1905,5003
tt0215575,0,"Black Imp, The",1905,5602
tt0000567,0,"400 Tricks of the Devil, The",1906,5684
tt1260944,0,"Consequence of Feminism, The",1906,7215
tt0000574,1,"Story of the Kelly Gang, The",1906,1349
tt0449172,0,A Funny Shave,1906,6206
tt0135122,0,"Hilarious Posters, The",1906,5603
tt0000554,0,Humorous Phases of Funny Faces,1906,5435
tt0216016,0,"Mysterious Retort, The",1906,5024
tt0215817,0,Good Glue Sticks,1907,5615
tt0215737,0,"Eclipse: Courtship of the Sun and Moon, The",1907,5223
tt1802750,0,Unusual Cooking,1908,6231
tt0001009,2,"Princess Nicotine; or, The Smoke Fairy",1909,4409
tt0127948,0,"Devilish Tenant, The",1909,5635
tt0277596,1,Le barometre de la fidelite,1909,6211
tt0486978,0,Mobilier fidele,1910,4983
tt0232821,3,Tilly the Tomboy Visits the Poor,1910,1464
tt1515725,0,A Trip to Mars,1910,5685
tt0002101,2,Cleopatra,1912,2003
tt0002281,0,"Invaders, The",1912,2005
tt0277865,0,Max and the Donkey,1912,5357
tt0003424,0,Suspense,1913,5915
tt0003512,0,"Voyage of the Bourrichon Family, The",1913,5364
tt0003973,2,A Florida Enchantment,1914,4457
tt0004972,2,"Birth of a Nation, The",1915,1258
tt0279914,3,Lady Windermere&#39;s Fan,1916,2014
tt0007361,3,Snow White,1916,7004
tt0006745,3,Gretchen the Greenhorn,1916,2008
tt0007507,0,"Vagabond, The",1916,5368
tt0006864,0,Intolerance: Love&#39;s Struggle Throughout the Ages,1916,5944
tt0008652,3,A Tale of Two Cities,1917,1981
tt0008489,2,"Raffles, the Amateur Cracksman",1917,2019
tt0008443,3,"Poor Little Rich Girl, The",1917,1994
tt0008519,0,A Romance of the Redwoods,1917,2015
tt0008499,3,Rebecca of Sunnybrook Farm,1917,1993
tt0010281,3,Ich mochte kein Mann sein,1918,7108
tt0009682,3,Tarzan of the Apes,1918,1996
tt0008844,0,Are Crooks Dishonest?,1918,5441
tt0009652,3,Stella Maris,1918,2007
tt0009968,0,Broken Blossoms or The Yellow Man and the Girl,1919,2588
tt0010879,3,When the Clouds Roll by,1919,2018
tt0011588,3,Pollyanna,1920,1991
tt0011870,3,Within Our Gates,1920,5948
tt0010323,0,"Cabinet of Dr. Caligari, The",1920,1306
tt0011979,3,"Blot, The",1921,4204
tt0012532,3,Orphans of the Storm,1921,1263
tt0012349,0,"Kid, The",1921,3945
tt0012364,2,K&ouml;rkarlen (The Phantom Carriage),1921,5898
tt0013496,2,"Phantom, The",1922,1631
tt0013428,2,Nathan der Weise,1922,1778
tt0013427,1,Nanook of the North,1922,5901
tt0013257,3,H&auml;xan: Witchcraft Through the Ages,1922,3800
tt0013367,1,"Man from Beyond, The",1922,2001
tt0013442,2,"Nosferatu, eine Symphonie des Grauens",1922,1307
tt0013086,3,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",1922,5967
tt0012543,0,"Paleface, The",1922,5361
tt0013140,3,Foolish Wives,1922,5958
tt0013626,3,La souriante Madame Beudet,1923,5888
tt0014624,2,A Woman of Paris,1923,8947
tt0014611,0,Why Worry?,1923,1967
tt0014341,0,Our Hospitality,1923,5949
tt0014469,2,"Silent Command, The",1923,1998
tt0014429,0,Safety Last!,1923,1961
tt1764657,0,"Great White Silence, The",1924,2413
tt0015498,0,Wild Oranges,1924,1960
tt0015175,2,Die Nibelungen,1924,1337
tt0015116,3,Manhandled,1924,2020
tt0013845,0,Help!,1924,6209
tt0015163,0,"Navigator, The",1924,2009
tt0014945,0,Girl Shy,1924,2016
tt0015400,0,"Thief of Bagdad, The",1924,1264
tt0015881,3,Greed,1924,8458
tt0015324,0,Sherlock Jr.,1924,2011
tt0015174,2,Kriemhild&#39;s Revenge,1924,1338
tt0015864,0,"Gold Rush, The",1925,1309
tt0016332,0,Seven Chances,1925,3077
tt0015863,0,Go West,1925,1978
tt0016220,2,"Phantom of the Opera, The",1925,1305
tt0015361,0,Stachka,1925,5991
tt0015648,0,Battleship Potemkin,1925,1308
tt0015841,0,"Freshman, The",1925,2012
tt0016039,2,"Lost World, The",1925,5514
tt0015624,2,"Big Parade, The",1925,5962
tt0015532,1,Die Abenteuer des Prinzen Achmed,1926,5974
tt0017449,1,"Temptress, The",1926,1334
tt0016895,0,For Heaven&#39;s Sake,1926,1966
tt0017410,3,So&#39;s Your Old Man,1926,3217
tt0017925,0,"General, The",1926,1310
tt0016884,1,Flesh and the Devil,1926,1260
tt0018199,0,Nevada,1927,1982
tt0018051,0,"Kid Brother, The",1927,1964
tt0018183,3,My Best Girl,1927,2010
tt0018033,3,It,1927,1227
tt0018192,2,Abel Gance&#39;s Napoleon,1927,1312
tt0017825,1,Downhill [When Boys Leave Home],1927,7324
tt0018528,0,"Unknown, The",1927,1311
tt0018578,1,Wings,1927,3118
tt0018037,1,"Jazz Singer, The",1927,5975
tt0018455,2,Sunrise: A Song of Two Humans,1927,1632
tt0017136,1,Metropolis,1927,1267
tt0019130,2,"Man Who Laughs, The",1928,2021
tt0019421,0,"Steamboat Bill, Jr.",1928,1971
tt0019571,2,While the City Sleeps,1928,2017
tt0018839,2,"Docks of New York, The",1928,5984
tt0019258,3,"Patsy, The",1928,2013
tt0019412,0,Speedy,1928,1963
tt0018742,0,"Cameraman, The",1928,1970
tt0018684,0,Beggars of Life,1928,1977
tt0018937,0,A Girl in Every Port,1928,1980
tt0018806,1,"Crowd, The",1928,5912
tt0019254,0,"Passion of Joan of Arc, The",1928,1314
tt0019304,0,"Racket, The",1928,1972
tt0019290,1,"Power of the Press, The",1928,1979
tt0018773,0,"Circus, The",1928,1968
tt0019729,3,Broadway Melody,1929,8464
tt0019777,2,"Cocoanuts, The",1929,1953
tt0019702,2,Blackmail,1929,5979
tt0020572,0,Welcome Danger,1929,1962
tt0020286,0,Throw of the Dice,1929,6046
tt0018737,3,Pandora&#39;s Box (Die B&uuml;chse der Pandora),1929,2324
tt0019760,0,Man with a Movie Camera,1929,3897
tt0021015,3,Juno and the Paycock [The Shame of Mary Boyle],1929,7287
tt0020530,0,Un chien andalou,1929,1313
tt0021156,1,Morocco,1930,3865
tt0021165,3,Murder!,1930,7291
tt0020629,0,All Quiet on the Western Front,1930,1316
tt0020670,2,Be Yourself,1930,4253
tt0020641,3,Anna Christie,1930,1326
tt0020640,3,Animal Crackers,1930,8463
tt0020668,3,"Bat Whispers, The",1930,6782
tt0020697,1,"Blue Angel, The",1930,1315
tt0021148,3,Min and Bill,1930,3927
tt0021040,3,Ladies of Leisure,1930,3713
tt0021577,0,L&#39;Age d&#39;Or,1930,3871
tt0021735,3,"Cheat, The",1931,5741
tt0020642,3,Anna Christie,1931,1327
tt0022000,3,Indiscreet,1931,1828
tt0021814,2,Dracula,1931,1985
tt0022183,3,M&auml;dchen in Uniform,1931,628
tt0021746,3,Cimarron,1931,8467
tt0022100,3,M,1931,610
tt0022251,0,Pardon Us,1931,1974
tt0022395,3,"Skin Game, The",1931,7294
tt0022054,0,"Last Flight, The",1931,1956
tt0023196,3,Mata Hari,1931,1333
tt0022074,2,"Smiling Lieutenant, The",1931,4243
tt0022458,0,Tabu: A Story of the South Seas,1931,1633
tt0021079,1,Little Caesar,1931,6043
tt0021749,3,City Lights,1931,2705
tt0021985,1,Hyppolit a lakaj,1931,8557
tt0021815,3,Dracula,1931,8213
tt0022599,1,A Nous la Liberte,1931,6031
tt0022286,3,"Public Enemy, The",1931,5934
tt0023395,2,Rich and Strange [East of Shanghai],1931,7296
tt0021884,1,Frankenstein,1931,1317
tt0022158,1,Monkey Business,1931,2384
tt0021739,3,La Chienne,1931,6030
tt0022208,3,Night Nurse,1931,636
tt0024188,1,Island of Lost Souls,1932,3844
tt0023458,3,Shanghai Express,1932,5929
tt0023935,1,"Death Kiss, The",1932,6176
tt0023027,1,Horse Feathers,1932,2383
tt0023649,3,Vampyr,1932,5910
tt0022913,2,Freaks,1932,3659
tt0023634,1,"I Was Born, But...",1932,3530
tt0023427,1,Scarface,1932,6063
tt0023158,2,Love Me Tonight,1932,6052
tt0023285,0,Number 17,1932,7301
tt0023385,3,Red-Headed Woman,1932,6092
tt0023694,0,White Zombie,1932,2550
tt0023238,0,"Most Dangerous Game, The",1932,3658
tt0022940,2,"Girl from Calgary, The",1932,5783
tt0023293,3,"Old Dark House, The",1932,4775
tt0022694,1,"Blue Light (Das Blaue Licht), The",1932,6990
tt0023590,3,Three on a Match,1932,6051
tt0023042,1,I Am a Fugitive from a Chain Gang,1932,1318
tt0023582,3,Thirteen Women,1932,6852
tt0022718,1,Boudu Saved from Drowning,1932,2767
tt0023213,3,Merrily We Go to Hell,1932,5742
tt0022614,2,"Age of Consent, The",1932,1983
tt0022958,3,Grand Hotel,1932,1328
tt0024008,3,Female,1933,6056
tt0024216,0,King Kong,1933,2229
tt0024184,1,"Invisible Man, The",1933,7450
tt0024481,3,Queen Christina,1933,1330
tt0024473,1,"Private Life of Henry VIII., The",1933,1248
tt0023753,3,Alice in Wonderland,1933,3188
tt0023775,3,Baby Face,1933,7528
tt0024069,3,Gold Diggers of 1933,1933,5916
tt0024432,0,"Peanut Vendor, The",1933,6205
tt0023932,3,Day of Reckoning,1933,5029
tt0024625,3,A Study in Scarlet,1933,6193
tt0024264,3,Little Women,1933,2231
tt0024028,3,Footlight Parade,1933,802
tt0023969,1,Duck Soup,1933,5185
tt0024034,3,42nd Street,1933,4335
tt0023940,1,Design for Living,1933,8346
tt0024679,3,Tomorrow at Seven,1933,5752
tt0024727,3,"Vampire Bat, The",1933,3210
tt0023876,3,Cavalcade,1933,8477
tt0025543,0,Mystery Liner,1934,8653
tt0024991,1,Cleopatra,1934,1270
tt0025755,3,Search for Beauty,1934,5821
tt0025465,3,Maniac,1934,4702
tt0025424,2,Lost in the Stratosphere,1934,5523
tt0025316,3,It Happened One Night,1934,621
tt0025091,3,Evelyn Prentice,1934,6772
tt0024844,0,L&#39;atalante,1934,1795
tt0025452,3,"Man Who Knew Too Much, The",1934,7304
tt0025617,1,"Painted Veil, The",1934,1329
tt0025746,3,"Scarlet Empress, The",1934,1325
tt0024831,3,Anne of Green Gables,1934,5319
tt0025423,0,"Lost Patrol, The",1934,1969
tt0025586,1,Of Human Bondage,1934,1379
tt0025004,1,"Count of Monte Cristo, The",1934,1246
tt0025301,3,Imitation of Life,1934,7999
tt0025822,3,Spitfire,1934,4443
tt0024961,1,"Cat&#39;s-Paw, The",1934,1324
tt0026778,1,A Night At The Opera,1935,3881
tt0026942,3,Roberta,1935,2362
tt0026768,3,Naughty Marietta,1935,1685
tt0026663,2,Mad Love,1935,7998
tt0026939,2,"Riverside Murder, The",1935,5913
tt0027125,2,Top Hat,1935,595
tt0026599,2,"Lady in Scarlet, The",1935,5750
tt0026138,3,"Bride of Frankenstein, The",1935,3891
tt0026071,2,Anna Karenina,1935,1261
tt0026752,1,Mutiny on the Bounty,1935,1361
tt0026667,3,Magnificent Obsession,1935,2756
tt0026029,3,"39 Steps, The",1935,1242
tt0028505,2,Wife vs. Secretary,1936,1360
tt0028092,3,Pennies from Heaven,1936,4010
tt0028355,3,Theodora Goes Wild,1936,3280
tt0027698,3,"Great Ziegfeld, The",1936,3401
tt3427056,0,Il caso Valdemar,1936,6210
tt0029207,3,"Mandarin Mystery, The",1936,3548
tt0027977,0,Modern Times,1936,1323
tt0028333,1,Swing Time,1936,596
tt0027996,3,Mr. Deeds Goes to Town,1936,1992
tt0028174,0,Revolt of the Zombies,1936,2554
tt0027562,1,Earthworm Tractors,1936,2699
tt0028216,1,San Francisco,1936,1359
tt0028231,3,Secret Agent,1936,7308
tt0027438,1,"Charge of the Light Brigade, The",1936,1237
tt0027652,2,Fury,1936,6096
tt0028096,3,"Petrified Forest, The",1936,1369
tt0028203,3,Romeo and Juliet,1936,4069
tt0028683,3,Camille,1936,3598
tt0028021,3,Osaka Elegy,1936,2853
tt0028212,3,Sabotage,1936,5926
tt0028000,3,Murder at Glen Athol,1936,6174
tt0027752,3,"Only Son, The",1936,3560
tt0027387,3,Born to Dance,1936,2363
tt0027545,3,Dracula&#39;s Daughter,1936,7992
tt0027407,3,Bullets or Ballots,1936,4143
tt0028010,2,My Man Godfrey,1936,5852
tt0028356,2,These Three,1936,7227
tt0029322,0,Nothing Sacred,1937,3968
tt0027552,3,"Bizarre, Bizarre",1937,8473
tt0029608,3,Stella Dallas,1937,795
tt0029453,2,Pepe le Moko,1937,5740
tt0029604,3,Stage Door,1937,631
tt0029087,2,Knight Without Armor,1937,1244
tt0028772,2,A Day at the Races,1937,2382
tt0029442,1,"Prisoner of Zenda, The",1937,1240
tt0029162,2,Lost Horizon,1937,1336
tt0029377,2,Parnell,1937,1358
tt0029217,3,Marked Woman,1937,7877
tt0029192,3,Make Way for Tomorrow,1937,4255
tt0028739,2,Conquest,1937,1332
tt0029583,3,Snow White and the Seven Dwarfs,1937,1976
tt0029146,1,"Life of Emile Zola, The",1937,8478
tt0029565,1,Murder at the Baskervilles (Silver Blaze),1937,5617
tt0029682,2,Topper,1937,1335
tt0029811,3,"Girl Was Young, The",1937,7317
tt0029546,1,Shall We Dance,1937,597
tt0028597,3,"Awful Truth, The",1937,6554
tt0030473,1,"Mr. Wong, Detective",1938,2590
tt0030044,0,"Dawn Patrol, The",1938,1238
tt0030287,2,Jezebel,1938,1367
tt0029942,0,Boys Town,1938,2467
tt0029929,2,Bluebeard&#39;s Eighth Wife,1938,3283
tt0030396,3,"Mad Miss Manton, The",1938,4495
tt0029947,3,Bringing Up Baby,1938,3400
tt0029870,1,Angels with Dirty Faces,1938,7290
tt0030341,3,"Lady Vanishes, The",1938,620
tt0030241,3,Holiday,1938,994
tt0029843,2,"Adventures of Robin Hood, The",1938,3103
tt0030149,3,Four Daughters,1938,3951
tt0029971,2,Carefree,1938,594
tt0030127,1,"Baker&#39;s Wife, The",1938,6042
tt0030755,2,"Sisters, The",1938,1378
tt0031971,3,Stagecoach,1939,593
tt0031981,2,"Story of Alexander Graham Bell, The",1939,1385
tt0031066,3,Babes in Arms,1939,3723
tt0031885,3,"Rules of the Game, The",1939,3089
tt0031680,1,Mr. Wong in Chinatown,1939,2622
tt0031385,2,"Goodbye, Mr. Chips",1939,1245
tt0031725,3,Ninotchka,1939,1259
tt0031742,1,Of Mice and Men,1939,2851
tt0031210,3,Dark Victory,1939,1370
tt0031060,2,At the Circus,1939,2372
tt0032138,3,"Wizard of Oz, The",1939,174
tt0031252,2,Drums Along the Mohawk,1939,1384
tt0031235,2,Dodge City,1939,383
tt0031455,0,"Hunchback of Notre Dame, The",1939,2086
tt0031679,2,Mr. Smith Goes to Washington,1939,5946
tt0031593,3,Love Affair,1939,9038
tt0032143,3,"Women, The",1939,588
tt0031322,0,"Flying Deuces, The",1939,1973
tt0031397,0,Gulliver&#39;s Travels,1939,8511
tt0031507,2,Jesse James,1939,1383
tt0032145,2,Wuthering Heights,1939,1239
tt0031516,2,Juarez,1939,1368
tt0031709,3,Nancy Drew... Reporter,1939,5763
tt0031022,3,"Adventures of Sherlock Holmes, The",1939,5863
tt0032155,2,Young Mr. Lincoln,1939,1382
tt0031381,3,Gone with the Wind,1939,291
tt0031387,3,"Gorilla, The",1939,2555
tt0031826,2,Essex and Elizabeth,1939,1371
tt0031514,2,Le jour se l&egrave;ve,1939,8098
tt0031505,3,Jamaica Inn,1939,7322
tt0031225,3,Destry Rides Again,1939,5634
tt0031359,3,Gaslight,1940,5773
tt0032943,3,Pride and Prejudice,1940,4257
tt0032676,1,Knute Rockne All American,1940,8480
tt0033028,3,"Sea Hawk, The",1940,3050
tt0033021,1,Santa Fe Trail,1940,2678
tt0032273,1,Boom Town,1940,1356
tt0032406,2,Chamber of Horrors / Door with the Seven Locks,1940,4363
tt0032455,0,Fantasia,1940,5039
tt0032211,3,Anne Of Windy Poplars,1940,5320
tt0032983,0,"Return of Frank James, The",1940,1366
tt0032194,2,"All This, and Heaven Too",1940,1373
tt0032690,3,"Last Alarm, The",1940,5802
tt0032701,2,"Letter, The",1940,1380
tt0032349,2,Comrade X,1940,1355
tt0032376,3,"Dance, Girl, Dance",1940,4415
tt0032551,3,"Grapes of Wrath, The",1940,1387
tt0033152,0,"Thief of Bagdad, The",1940,1265
tt0032946,3,Primrose Path,1940,4354
tt0032484,1,Foreign Correspondent,1940,7311
tt0032811,3,"Mortal Storm, The",1940,1501
tt0032910,1,Pinocchio,1940,478
tt0033045,3,"Shop Around the Corner, The",1940,7861
tt0032215,3,"Ape, The",1940,2556
tt0032553,3,"Great Dictator, The",1940,3470
tt0032904,3,"Philadelphia Story, The",1940,4943
tt0033105,0,Strange Cargo,1940,1357
tt0032599,3,His Girl Friday,1940,3033
tt0032339,0,A Chump at Oxford,1940,1975
tt0032976,3,Rebecca,1940,618
tt0034091,3,"Reluctant Dragon, The",1941,9025
tt0034240,3,Sullivan&#39;s Travels,1941,4359
tt0033802,1,Ladies In Retirement,1941,6318
tt0033467,1,Citizen Kane,1941,1266
tt0033727,1,Mr. Bug Goes to Town,1941,1941
tt0033870,1,"Maltese Falcon, The",1941,1230
tt0034241,0,Sun valley serenade,1941,8625
tt0033928,3,Murder by Invitation,1941,6171
tt0034398,2,"Wolf Man, The",1941,2436
tt0033836,2,"Little Foxes, The",1941,1372
tt0034175,3,"Shanghai Gesture, The",1941,1512
tt0033891,3,Meet John Doe,1941,3717
tt0033459,3,Cheers for Miss Bishop,1941,2446
tt0033804,2,"Lady Eve, The",1941,1386
tt0033723,3,Hold That Ghost,1941,2910
tt0033902,1,Men of Boys Town,1941,2468
tt0033717,1,High Sierra,1941,2410
tt0033436,3,Buck Privates,1941,2906
tt0033729,3,How Green Was My Valley,1941,8983
tt0034328,2,Two-Faced Woman,1941,1331
tt0033563,2,Dumbo,1941,1117
tt0033533,3,"Devil and Miss Jones, The",1941,1682
tt0033627,0,49th Parallel,1941,2867
tt0034248,3,Suspicion,1941,7329
tt0034521,0,Black Dragons,1942,3518
tt0036326,0,Saludos Amigos,1942,7696
tt0035019,3,"Major and the Minor, The",1942,681
tt0035446,0,To Be or Not to Be,1942,5303
tt0035140,3,"Now, Voyager",1942,689
tt0035360,1,Son of Fury: The Story of Benjamin Blake,1942,1388
tt0034492,1,Bambi,1942,1116
tt0035279,1,Saboteur,1942,5939
tt0035567,3,Woman of the Year,1942,4870
tt0035093,3,Mrs. Miniver,1942,6384
tt0034583,1,Casablanca,1942,1076
tt0033874,3,"Man Who Came to Dinner, The",1942,4475
tt0034587,3,Cat People,1942,2708
tt0035015,2,"Magnificent Ambersons, The",1942,1289
tt0035415,2,Tales of Manhattan,1942,3875
tt0034613,1,"Corpse Vanishes, The",1942,7697
tt0034591,0,There Was a Father,1942,3789
tt0034882,3,I Married an Angel,1942,1686
tt0034746,3,For Me and My Gal,1942,1675
tt0035317,1,Sherlock Holmes and the Secret Weapon,1942,5859
tt0035017,1,La main du diable,1943,7475
tt0036342,3,Shadow of a Doubt,1943,4617
tt0036172,1,"More the Merrier, The",1943,7410
tt0036230,3,Old Acquaintance,1943,1374
tt0036112,2,"Life and Death of Colonel Blimp, The",1943,3839
tt0036341,3,"Seventh Victim, The",1943,8090
tt0035770,3,Cry &#39;Havoc&#39;,1943,5209
tt0035957,0,Guadalcanal Diary,1943,1988
tt0035735,3,China,1943,8501
tt0036244,1,"Ox-Bow Incident, The",1943,6310
tt0035942,1,Girl Crazy,1943,1691
tt0036363,1,"Sky&#39;s the Limit, The",1943,1959
tt0036027,3,I Walked with a Zombie,1943,1955
tt0036323,0,Sahara,1943,1987
tt0036400,0,Judo Saga (Sanshiro Sugata),1943,4699
tt0036969,3,Jane Eyre,1943,6781
tt0036418,3,Tender Comrade,1943,2407
tt0035753,3,Le Corbeau: The Raven,1943,3890
tt0036515,3,Watch on the Rhine,1943,1375
tt0035636,3,Angels of Sin,1943,7834
tt0035160,1,Ossessione,1943,8801
tt0035881,0,Fires Were Started,1943,5554
tt0036506,3,Day of Wrath,1943,3753
tt0036367,3,So Proudly We Hail!,1943,6315
tt0036723,3,Cover Girl,1944,3134
tt0036695,3,A Canterbury Tale,1944,6515
tt0037076,1,Minstrel Man,1944,6420
tt0037469,1,Window in the Window,1944,2181
tt0036940,3,I&#39;ll Be Seeing You,1944,3279
tt0037382,3,To Have and Have Not,1944,3245
tt0037017,3,Lifeboat,1944,5983
tt0037120,3,National Velvet,1944,4222
tt0036613,3,Arsenic and Old Lace,1944,201
tt0037094,2,Mr. Skeffington,1944,1376
tt0036914,0,Torment,1944,2045
tt0036775,3,Double Indemnity,1944,1416
tt0037059,3,Meet Me in St. Louis,1944,1676
tt0037280,3,Since You Went Away,1944,3154
tt0036891,2,Hail the Conquering Hero,1944,1683
tt0037008,3,Laura,1944,2715
tt0038166,0,"Three Caballeros, The",1944,6319
tt0036947,3,"Most Beautiful (Ichiban utsukushiku), The",1944,4698
tt0037800,3,I Know Where I&#39;m Going,1945,1213
tt0037671,3,"Enchanted Cottage, The",1945,2434
tt0038017,1,"Red Dragon, The",1945,6945
tt0038924,3,"Seventh Veil, The",1945,1280
tt0037954,0,"Objective, Burma!",1945,3271
tt0037674,2,Children of Paradise,1945,5129
tt0037913,3,Mildred Pierce,1945,794
tt0038109,3,Spellbound,1945,4252
tt0038057,3,Scarlet Street,1945,5081
tt0037365,2,Thin Man Goes Home,1945,6848
tt0037558,3,Brief Encounter,1945,1544
tt0037514,0,Anchors Aweigh,1945,6017
tt0037884,2,"Lost Weekend, The",1945,3583
tt0037630,3,Les dames du Bois de Boulogne,1945,7835
tt0038250,3,"Wicked Lady, The",1945,9005
tt0037635,3,Dead of Night,1945,7185
tt0037843,3,Keep Your Powder Dry,1945,5677
tt0037508,0,Along Came Jones,1945,1639
tt0038259,3,"Woman in Green, The",1945,5856
tt0038890,3,"Rome, Open City",1945,4428
tt0037820,3,Isle of the Dead,1945,2004
tt0037638,1,Detour,1945,3999
tt0038494,3,Dressed to Kill,1946,4002
tt0038733,0,Stairway to Heaven,1946,1231
tt0038453,1,"Dark Corner, The",1946,5961
tt0038474,3,Devotion,1946,1381
tt0038559,0,Gilda,1946,2809
tt0038990,3,"Strange Woman, The",1946,3145
tt0038461,0,Deception,1946,1377
tt0038499,2,Duel in the sun,1946,4900
tt0038854,1,"Postman Always Rings Twice, The",1946,1424
tt0036868,2,"Best Years of Our Lives, The",1946,3982
tt0038409,1,"Chase, The",1946,5497
tt0038650,3,It&#39;s a Wonderful Life,1946,2235
tt0038762,1,My Darling Clementine,1946,3783
tt0039054,3,Two Sisters from Boston,1946,1680
tt0039017,1,Terror by Night,1946,5872
tt0038969,2,Song of the South,1946,5646
tt0039112,3,"Years Between, The",1946,8354
tt0038661,1,"Jolson Story, The",1946,2654
tt0038348,3,Beauty and the Beast,1946,1268
tt0038589,3,"Harvey Girls, The",1946,786
tt0038718,1,Make Mine Music,1946,8052
tt0038991,3,"Stranger, The",1946,7671
tt0038787,2,Notorious,1946,622
tt0038355,1,"Big Sleep, The",1946,971
tt0039420,3,"Ghost and Mrs. Muir, The",1947,3047
tt0039204,3,Body and Soul,1947,8619
tt0039694,2,"Paradine Case, The",1947,2330
tt0039349,3,"Egg and I, The",1947,2287
tt0039628,3,Miracle on 34th Street,1947,8989
tt0039938,3,"Unfinished Dance, The",1947,8729
tt0039441,2,Gunfighters,1947,3112
tt0039819,3,"Shocking Miss Pilgrim, The",1947,1681
tt0039404,1,Fun &amp; Fancy Free,1947,8053
tt0039286,2,Crossfire,1947,4411
tt0040525,0,"Lady from Shanghai, The",1947,8756
tt0039236,2,Calendar Girl,1947,5779
tt0039192,3,Black Narcissus,1947,1211
tt0039324,3,Dishonored Lady,1947,8646
tt0039650,3,Nada,1947,7432
tt0039677,2,Odd Man Out,1947,1278
tt0039431,2,Good News,1947,1679
tt0039689,2,Build My Gallows High,1947,6550
tt0039360,1,"Exile, The",1947,1235
tt0040558,1,Macbeth,1948,8264
tt0040724,0,Red River,1948,1320
tt0040613,3,Mr. Blandings Builds His Dream House,1948,2445
tt0039949,0,It Happened in Europe,1948,8559
tt0156031,0,Rudolph the Red-Nosed Reindeer,1948,1601
tt0040458,3,I Remember Mama,1948,4390
tt0040321,3,Enchantment,1948,1241
tt0040580,1,Melody Time,1948,8054
tt0040491,3,Joan of Arc,1948,6363
tt0040098,2,Anna Karenina,1948,1262
tt0040202,1,Call Northside 777,1948,5115
tt0040308,3,Easter Parade,1948,1677
tt0041088,2,Act of Violence,1948,4944
tt0040379,1,"Fuller Brush Man, The",1948,2300
tt0040522,2,Bicycle Thieves,1948,6517
tt0040214,1,Casbah,1948,2256
tt0040725,3,"Red Shoes, The",1948,1229
tt0040183,2,Bonnie Prince Charlie,1948,1236
tt0040242,0,Command Decision,1948,1354
tt0040416,1,Hamlet,1948,1232
tt0040897,0,"Treasure of the Sierra Madre, The",1948,3239
tt0040806,3,"Snake Pit, The",1948,2098
tt0040746,0,Rope,1948,2040
tt0041587,3,A Letter to Three Wives,1949,3967
tt0041594,3,Little Women,1949,2232
tt0041746,3,Pinky,1949,1736
tt0040221,3,Caught,1949,1841
tt0041158,3,"Barkleys of Broadway, The",1949,1684
tt0041090,3,Adam&#39;s Rib,1949,1716
tt0041650,0,Mighty Joe Young,1949,2651
tt0041546,1,Kind Hearts and Coronets,1949,4008
tt0042004,3,Under Capricorn,1949,7341
tt0041498,2,I Was a Male War Bride,1949,7018
tt0041154,3,Late Spring,1949,3539
