tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,f_acting,f_creative,f_crew,m_acting,m_creative,m_crew,f_acting_frac,f_creative_frac,f_crew_frac,total_ppl,f_frac,m_frac
tt0016029,The Little Colonel,1935.0,81.0,"Comedy,Family,Musical",7.1,1314.0,2.0,0.0,0.0,2.0,2.0,3.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0017961,Happiness,1935.0,95.0,"Comedy,Drama",7.5,897.0,1.0,0.0,0.0,4.0,0.0,0.0,0.2,0.0,0.0,5.0,0.2,0.8
tt0020298,Queen Kelly,1932.0,101.0,Drama,7.2,3013.0,3.0,0.0,0.0,1.0,3.0,0.0,0.75,0.0,0.0,7.0,0.42857142857142855,0.5714285714285714
tt0021079,Little Caesar,1931.0,79.0,"Action,Crime,Drama",7.3,11410.0,1.0,0.0,0.0,3.0,5.0,0.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0021309,The Story of the Fox,1937.0,63.0,"Adventure,Animation,Comedy",7.8,1105.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
tt0021331,The Blood of a Poet,1932.0,55.0,Fantasy,7.4,5673.0,3.0,0.0,0.0,1.0,1.0,2.0,0.75,0.0,0.0,7.0,0.42857142857142855,0.5714285714285714
tt0021622,Arrowsmith,1931.0,108.0,Drama,6.2,1398.0,1.0,0.0,0.0,3.0,3.0,2.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0021633,The Bachelor Father,1931.0,90.0,"Comedy,Drama,Romance",6.5,1035.0,1.0,1.0,0.0,3.0,1.0,1.0,0.25,0.5,0.0,7.0,0.2857142857142857,0.7142857142857143
tt0021635,Bad Girl,1931.0,90.0,"Drama,Romance",6.5,1023.0,2.0,1.0,0.0,3.0,1.0,1.0,0.4,0.5,0.0,8.0,0.375,0.625
tt0021636,The Bad Sister,1931.0,68.0,Drama,6.3,913.0,2.0,0.0,0.0,2.0,5.0,0.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0021668,The Black Camel,1931.0,71.0,"Crime,Mystery,Thriller",6.8,1276.0,2.0,0.0,0.0,2.0,2.0,0.0,0.5,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666
tt0021673,Blonde Crazy,1931.0,79.0,"Comedy,Crime,Drama",7.1,1503.0,2.0,0.0,0.0,2.0,3.0,3.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0021730,The Champ,1931.0,86.0,"Drama,Sport",7.3,2596.0,1.0,2.0,0.0,3.0,1.0,2.0,0.25,0.6666666666666666,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0021739,La Chienne,1931.0,91.0,"Crime,Drama",7.6,3499.0,1.0,0.0,0.0,2.0,3.0,0.0,0.3333333333333333,0.0,0.0,6.0,0.16666666666666666,0.8333333333333334
tt0021746,Cimarron,1931.0,123.0,"Drama,Western",5.9,5117.0,3.0,1.0,0.0,1.0,3.0,1.0,0.75,0.25,0.0,9.0,0.4444444444444444,0.5555555555555556
tt0021749,City Lights,1931.0,87.0,"Comedy,Drama,Romance",8.5,157920.0,1.0,0.0,0.0,2.0,1.0,2.0,0.3333333333333333,0.0,0.0,6.0,0.16666666666666666,0.8333333333333334
tt0021750,City Streets,1931.0,83.0,"Crime,Drama,Film-Noir",7.1,1214.0,2.0,0.0,0.0,3.0,3.0,1.0,0.4,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0021778,"Dance, Fools, Dance",1931.0,80.0,"Crime,Drama,Romance",6.2,767.0,1.0,0.0,0.0,3.0,0.0,1.0,0.25,0.0,0.0,5.0,0.2,0.8
tt0021780,Just a Gigolo,1931.0,66.0,"Comedy,Romance",6.2,833.0,2.0,1.0,0.0,2.0,3.0,0.0,0.5,0.25,0.0,8.0,0.375,0.625
tt0021800,Dishonored,1931.0,91.0,"Drama,Romance,War",7.3,1949.0,1.0,0.0,0.0,6.0,1.0,1.0,0.14285714285714285,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0021814,Dracula,1931.0,75.0,"Fantasy,Horror",7.5,43921.0,1.0,0.0,0.0,3.0,5.0,0.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0021815,Drácula,1931.0,104.0,"Fantasy,Horror",7.2,3836.0,1.0,0.0,0.0,3.0,3.0,0.0,0.25,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571
tt0021818,The 3 Penny Opera,1931.0,112.0,"Comedy,Drama,Musical",7.3,1894.0,2.0,0.0,0.0,2.0,5.0,0.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0021873,Five Star Final,1931.0,89.0,"Crime,Drama",7.2,1661.0,1.0,0.0,0.0,3.0,3.0,2.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0021874,Five and Ten,1931.0,89.0,"Drama,Romance",6.3,1259.0,2.0,1.0,1.0,3.0,2.0,1.0,0.4,0.3333333333333333,0.5,10.0,0.4,0.6
tt0021884,Frankenstein,1931.0,70.0,"Drama,Horror,Sci-Fi",7.8,61941.0,1.0,2.0,0.0,3.0,4.0,0.0,0.25,0.3333333333333333,0.0,10.0,0.3,0.7
tt0021885,A Free Soul,1931.0,93.0,"Crime,Drama,Romance",6.7,2141.0,1.0,2.0,0.0,3.0,1.0,0.0,0.25,0.6666666666666666,0.0,7.0,0.42857142857142855,0.5714285714285714
tt0021890,The Front Page,1931.0,101.0,Comedy,6.7,2232.0,1.0,0.0,0.0,3.0,3.0,1.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0021906,Gentleman's Fate,1931.0,90.0,"Crime,Drama",6.4,713.0,3.0,0.0,0.0,2.0,1.0,1.0,0.6,0.0,0.0,7.0,0.42857142857142855,0.5714285714285714
tt0021985,"Hyppolit, the Butler",1931.0,72.0,Comedy,7.8,1367.0,2.0,0.0,0.0,2.0,2.0,0.0,0.5,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666
tt0021992,Illicit,1931.0,79.0,"Drama,Romance",6.2,805.0,2.0,0.0,0.0,2.0,3.0,2.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022000,Indiscreet,1931.0,92.0,"Comedy,Drama,Musical",6.3,1304.0,2.0,0.0,0.0,2.0,3.0,2.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022017,Comradeship,1931.0,93.0,Drama,7.5,1178.0,1.0,0.0,0.0,3.0,2.0,0.0,0.25,0.0,0.0,6.0,0.16666666666666666,0.8333333333333334
tt0022054,The Last Flight,1931.0,76.0,Drama,6.8,1204.0,1.0,0.0,0.0,5.0,2.0,2.0,0.16666666666666666,0.0,0.0,10.0,0.1,0.9
tt0022074,The Smiling Lieutenant,1931.0,93.0,"Comedy,Musical,Romance",7.2,3083.0,2.0,0.0,0.0,2.0,4.0,0.0,0.5,0.0,0.0,8.0,0.25,0.75
tt0022080,Limite,1931.0,114.0,"Drama,Romance",7.3,1708.0,3.0,0.0,0.0,2.0,1.0,0.0,0.6,0.0,0.0,6.0,0.5,0.5
tt0022100,M,1931.0,117.0,"Crime,Mystery,Thriller",8.3,135724.0,2.0,1.0,0.0,2.0,1.0,2.0,0.5,0.5,0.0,8.0,0.375,0.625
tt0022111,The Maltese Falcon,1931.0,80.0,"Crime,Drama,Film-Noir",6.9,2649.0,2.0,1.0,0.0,2.0,3.0,1.0,0.5,0.25,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0022125,Marius,1931.0,130.0,"Comedy,Drama,Romance",7.9,1893.0,1.0,0.0,0.0,3.0,3.0,1.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0022150,Le Million,1931.0,81.0,"Comedy,Musical",7.4,3069.0,1.0,0.0,0.0,3.0,1.0,1.0,0.25,0.0,0.0,6.0,0.16666666666666666,0.8333333333333334
tt0022153,The Miracle Woman,1931.0,90.0,"Drama,Romance",7.2,1770.0,2.0,0.0,0.0,2.0,5.0,1.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0022158,Monkey Business,1931.0,77.0,"Comedy,Musical",7.5,10912.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
tt0022183,Mädchen in Uniform,1931.0,88.0,"Drama,Romance",7.6,2248.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.5,0.0,7.0,0.7142857142857143,0.2857142857142857
tt0022208,Night Nurse,1931.0,72.0,"Comedy,Crime,Drama",7.1,3144.0,2.0,1.0,0.0,2.0,3.0,2.0,0.5,0.25,0.0,10.0,0.3,0.7
tt0022236,Other Men's Women,1931.0,71.0,"Drama,Romance",6.6,1045.0,1.0,1.0,0.0,3.0,1.0,2.0,0.25,0.5,0.0,8.0,0.25,0.75
tt0022251,Pardon Us,1931.0,56.0,"Comedy,Crime,Drama",7.0,2081.0,1.0,0.0,0.0,5.0,2.0,2.0,0.16666666666666666,0.0,0.0,10.0,0.1,0.9
tt0022254,"Parlor, Bedroom and Bath",1931.0,73.0,Comedy,6.1,739.0,1.0,0.0,0.0,3.0,3.0,2.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0022264,The Phantom of Paris,1931.0,74.0,"Drama,Thriller",6.5,1261.0,1.0,0.0,0.0,3.0,4.0,2.0,0.25,0.0,0.0,10.0,0.1,0.9
tt0022268,Platinum Blonde,1931.0,89.0,"Comedy,Romance",6.9,2679.0,2.0,0.0,0.0,2.0,4.0,0.0,0.5,0.0,0.0,8.0,0.25,0.75
tt0022276,Possessed,1931.0,76.0,"Drama,Romance",6.9,1588.0,1.0,1.0,0.0,3.0,2.0,2.0,0.25,0.3333333333333333,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022279,Private Lives,1931.0,84.0,"Comedy,Drama,Romance",6.8,1009.0,2.0,0.0,0.0,2.0,4.0,2.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0022286,The Public Enemy,1931.0,83.0,"Crime,Drama",7.7,16890.0,2.0,0.0,0.0,2.0,4.0,2.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0022335,Safe in Hell,1931.0,73.0,"Crime,Drama",7.0,1123.0,1.0,1.0,0.0,3.0,2.0,2.0,0.25,0.3333333333333333,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022357,The Secret 6,1931.0,83.0,"Crime,Drama",6.3,711.0,2.0,1.0,1.0,4.0,0.0,1.0,0.3333333333333333,1.0,0.5,9.0,0.4444444444444444,0.5555555555555556
tt0022386,The Sin of Madelon Claudet,1931.0,75.0,Drama,6.7,757.0,1.0,0.0,0.0,4.0,2.0,2.0,0.2,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0022395,The Skin Game,1931.0,85.0,Drama,5.8,2724.0,2.0,1.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,7.0,0.42857142857142855,0.5714285714285714
tt0022397,Skippy,1931.0,85.0,"Comedy,Drama,Family",6.3,649.0,1.0,0.0,0.0,3.0,5.0,0.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0022403,Smart Money,1931.0,81.0,"Crime,Drama",6.8,1629.0,1.0,0.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,10.0,0.1,0.9
tt0022436,Street Scene,1931.0,80.0,"Drama,Romance",7.6,1429.0,3.0,0.0,0.0,1.0,3.0,1.0,0.75,0.0,0.0,8.0,0.375,0.625
tt0022453,Susan Lenox (Her Fall and Rise),1931.0,76.0,"Drama,Romance",6.4,1050.0,1.0,3.0,0.0,3.0,2.0,0.0,0.25,0.6,0.0,9.0,0.4444444444444444,0.5555555555555556
tt0022454,Svengali,1931.0,81.0,"Drama,Horror,Romance",6.8,1646.0,1.0,0.0,0.0,3.0,2.0,2.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0022458,Tabu: A Story of the South Seas,1931.0,86.0,"Adventure,Drama,Romance",7.5,4714.0,1.0,0.0,0.0,3.0,3.0,2.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0022469,Ten Cents a Dance,1931.0,75.0,"Crime,Drama,Romance",6.6,637.0,2.0,1.0,0.0,2.0,5.0,0.0,0.5,0.16666666666666666,0.0,10.0,0.3,0.7
tt0022485,Tokyo Chorus,1931.0,90.0,"Comedy,Drama",7.3,1178.0,2.0,0.0,0.0,2.0,2.0,0.0,0.5,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666
tt0022489,Tonight or Never,1931.0,80.0,"Comedy,Romance",6.5,1298.0,2.0,1.0,0.0,2.0,4.0,0.0,0.5,0.2,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0022495,Trader Horn,1931.0,122.0,"Action,Adventure,Drama",6.2,849.0,1.0,0.0,0.0,3.0,4.0,0.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0022550,Waterloo Bridge,1931.0,81.0,"Drama,Romance",7.5,2364.0,2.0,0.0,0.0,2.0,4.0,1.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022599,À Nous la Liberté,1931.0,104.0,"Comedy,Musical",7.5,3911.0,1.0,0.0,0.0,3.0,1.0,2.0,0.25,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571
tt0022626,American Madness,1932.0,75.0,Drama,7.4,1742.0,2.0,0.0,0.0,2.0,5.0,1.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0022628,The Animal Kingdom,1932.0,85.0,"Comedy,Drama,Romance",6.4,901.0,2.0,0.0,0.0,2.0,5.0,0.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022639,Arsène Lupin,1932.0,84.0,"Crime,Mystery,Romance",6.9,908.0,1.0,1.0,0.0,3.0,5.0,0.0,0.25,0.16666666666666666,0.0,10.0,0.2,0.8
tt0022660,The Beast of the City,1932.0,86.0,"Crime,Drama,Film-Noir",6.7,1045.0,2.0,0.0,1.0,3.0,2.0,1.0,0.4,0.0,0.5,9.0,0.3333333333333333,0.6666666666666666
tt0022685,A Bill of Divorcement,1932.0,70.0,Drama,6.5,1421.0,2.0,1.0,0.0,2.0,3.0,2.0,0.5,0.25,0.0,10.0,0.3,0.7
tt0022689,Bird of Paradise,1932.0,80.0,"Adventure,Drama,Romance",6.1,995.0,1.0,1.0,0.0,3.0,2.0,1.0,0.25,0.3333333333333333,0.0,8.0,0.25,0.75
tt0022694,The Blue Light,1932.0,85.0,"Drama,Fantasy,Mystery",6.8,1083.0,1.0,0.0,0.0,3.0,3.0,2.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0022698,Blonde Venus,1932.0,93.0,Drama,7.1,4118.0,1.0,0.0,0.0,3.0,2.0,1.0,0.25,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571
tt0022700,Blondie of the Follies,1932.0,91.0,"Comedy,Musical",6.5,1070.0,2.0,2.0,0.0,2.0,0.0,2.0,0.5,1.0,0.0,8.0,0.5,0.5
tt0022718,Boudu Saved from Drowning,1932.0,85.0,Comedy,7.4,4920.0,2.0,0.0,0.0,2.0,1.0,1.0,0.5,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666
tt0022725,Broken Lullaby,1932.0,76.0,Drama,7.6,815.0,2.0,0.0,0.0,2.0,4.0,1.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022735,The Cabin in the Cotton,1932.0,78.0,Drama,6.8,1390.0,2.0,0.0,0.0,3.0,2.0,2.0,0.4,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022753,Chandu the Magician,1932.0,71.0,"Action,Adventure,Comedy",6.3,851.0,1.0,0.0,0.0,3.0,2.0,0.0,0.25,0.0,0.0,6.0,0.16666666666666666,0.8333333333333334
tt0022775,Frisco Jenny,1932.0,73.0,"Crime,Drama,Music",6.9,868.0,2.0,1.0,0.0,2.0,4.0,0.0,0.5,0.2,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0022787,Wooden Crosses,1932.0,115.0,"Drama,War",7.7,1147.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0
tt0022792,The Crowd Roars,1932.0,85.0,"Action,Drama,Sport",6.2,992.0,2.0,0.0,0.0,2.0,5.0,1.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0022802,The Dark Horse,1932.0,75.0,Comedy,7.0,939.0,2.0,0.0,0.0,2.0,5.0,1.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0022827,Doctor X,1932.0,76.0,"Comedy,Crime,Horror",6.4,2624.0,1.0,0.0,0.0,3.0,1.0,0.0,0.25,0.0,0.0,5.0,0.2,0.8
tt0022834,Downstairs,1932.0,77.0,"Drama,Romance",6.7,1580.0,2.0,1.0,0.0,2.0,2.0,2.0,0.5,0.3333333333333333,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0022835,Dr. Jekyll and Mr. Hyde,1931.0,98.0,"Horror,Sci-Fi",7.6,11968.0,2.0,0.0,0.0,3.0,3.0,1.0,0.4,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022854,Emma,1932.0,72.0,Drama,7.0,868.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,0.6666666666666666,0.0,9.0,0.4444444444444444,0.5555555555555556
tt0022867,Ecstasy,1933.0,82.0,"Drama,Romance",6.7,2038.0,1.0,0.0,0.0,3.0,3.0,1.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0022877,Fanny,1932.0,140.0,"Comedy,Drama",7.7,1444.0,1.0,0.0,0.0,3.0,3.0,3.0,0.25,0.0,0.0,10.0,0.1,0.9
tt0022879,A Farewell to Arms,1932.0,80.0,"Drama,Romance,War",6.5,4786.0,2.0,0.0,0.0,2.0,4.0,1.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022905,Forbidden,1932.0,85.0,"Drama,Romance",6.9,1258.0,2.0,0.0,0.0,2.0,3.0,2.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022913,Freaks,1932.0,64.0,"Drama,Horror",7.9,40287.0,2.0,0.0,0.0,2.0,5.0,0.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0022958,Grand Hotel,1932.0,112.0,"Drama,Romance",7.4,16504.0,2.0,1.0,0.0,2.0,2.0,1.0,0.5,0.3333333333333333,0.0,8.0,0.375,0.625
tt0022991,Hell's House,1932.0,72.0,Drama,6.0,981.0,1.0,0.0,0.0,3.0,2.0,2.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0023027,Horse Feathers,1932.0,68.0,"Comedy,Musical,Romance",7.6,11285.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
tt0023028,Hot Saturday,1932.0,73.0,"Drama,Romance",6.6,866.0,1.0,1.0,0.0,3.0,3.0,1.0,0.25,0.25,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0023042,I Am a Fugitive from a Chain Gang,1932.0,92.0,"Crime,Drama,Film-Noir",8.2,11117.0,3.0,0.0,0.0,1.0,3.0,1.0,0.75,0.0,0.0,8.0,0.375,0.625
tt0023049,If I Had a Million,1932.0,88.0,"Comedy,Drama",7.0,1535.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
tt0023074,Jewel Robbery,1932.0,68.0,"Comedy,Crime,Romance",7.3,1681.0,2.0,0.0,0.0,2.0,3.0,2.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0023101,Kongo,1932.0,86.0,"Drama,Horror",6.6,800.0,2.0,0.0,0.0,2.0,1.0,2.0,0.5,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143
tt0023158,Love Me Tonight,1932.0,104.0,"Comedy,Musical,Romance",7.6,3434.0,1.0,0.0,0.0,3.0,4.0,0.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0023181,The Man Who Played God,1932.0,80.0,"Drama,Romance",7.1,870.0,2.0,0.0,0.0,2.0,1.0,1.0,0.5,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666
tt0023194,The Mask of Fu Manchu,1932.0,68.0,"Adventure,Horror,Sci-Fi",6.3,2896.0,1.0,1.0,0.0,3.0,5.0,0.0,0.25,0.16666666666666666,0.0,10.0,0.2,0.8
tt0023196,Mata Hari,1931.0,89.0,"Crime,Drama,Romance",6.6,3144.0,1.0,1.0,0.0,3.0,3.0,1.0,0.25,0.25,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0023202,Me and My Gal,1932.0,79.0,"Comedy,Drama,Romance",6.6,803.0,2.0,0.0,0.0,2.0,3.0,0.0,0.5,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143
tt0023225,Million Dollar Legs,1932.0,64.0,"Comedy,Sport",6.9,1015.0,1.0,0.0,0.0,3.0,4.0,1.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0023236,The Monster Walks,1932.0,63.0,"Horror,Mystery",4.1,776.0,2.0,0.0,0.0,4.0,1.0,0.0,0.3333333333333333,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143
tt0023238,The Most Dangerous Game,1932.0,63.0,"Action,Adventure,Thriller",7.2,9834.0,1.0,0.0,0.0,3.0,4.0,2.0,0.25,0.0,0.0,10.0,0.1,0.9
tt0023241,Movie Crazy,1932.0,84.0,"Comedy,Family,Romance",7.2,1292.0,2.0,1.0,0.0,2.0,3.0,0.0,0.5,0.25,0.0,8.0,0.375,0.625
tt0023245,The Mummy,1932.0,73.0,"Fantasy,Horror",7.1,22142.0,1.0,0.0,0.0,3.0,4.0,1.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0023249,Murders in the Rue Morgue,1932.0,61.0,"Crime,Horror,Mystery",6.4,3522.0,1.0,0.0,0.0,3.0,3.0,0.0,0.25,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571
tt0023277,No Man of Her Own,1932.0,85.0,"Drama,Romance",6.6,984.0,2.0,1.0,0.0,2.0,3.0,0.0,0.5,0.25,0.0,8.0,0.375,0.625
tt0023285,Number 17,1932.0,66.0,"Crime,Mystery,Thriller",5.8,4257.0,1.0,1.0,0.0,3.0,1.0,1.0,0.25,0.5,0.0,7.0,0.2857142857142857,0.7142857142857143
tt0023293,The Old Dark House,1932.0,72.0,"Comedy,Horror,Thriller",7.1,8566.0,2.0,0.0,0.0,3.0,4.0,0.0,0.4,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0023303,One Hour with You,1932.0,78.0,"Comedy,Musical,Romance",7.2,2010.0,3.0,0.0,0.0,1.0,3.0,1.0,0.75,0.0,0.0,8.0,0.375,0.625
tt0023305,One Way Passage,1932.0,67.0,"Comedy,Drama,Romance",7.5,3242.0,2.0,0.0,0.0,2.0,4.0,2.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0023312,Pack Up Your Troubles,1932.0,68.0,"Comedy,War",7.3,1964.0,1.0,0.0,0.0,3.0,5.0,1.0,0.25,0.0,0.0,10.0,0.1,0.9
tt0023327,Penguin Pool Murder,1932.0,70.0,"Comedy,Drama,Mystery",7.0,981.0,2.0,0.0,0.0,2.0,2.0,2.0,0.5,0.0,0.0,8.0,0.25,0.75
tt0023349,Polly of the Circus,1932.0,69.0,"Comedy,Drama,Romance",6.3,1041.0,1.0,2.0,0.0,3.0,2.0,0.0,0.25,0.5,0.0,8.0,0.375,0.625
tt0023362,The Purchase Price,1932.0,68.0,"Comedy,Drama",6.4,1341.0,1.0,0.0,0.0,4.0,2.0,2.0,0.2,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0023369,Rain,1932.0,94.0,Drama,6.9,2260.0,1.0,0.0,0.0,3.0,3.0,1.0,0.25,0.0,0.0,8.0,0.125,0.875
tt0023374,Rasputin and the Empress,1932.0,121.0,"Biography,Drama,History",6.6,857.0,1.0,1.0,0.0,3.0,5.0,0.0,0.25,0.16666666666666666,0.0,10.0,0.2,0.8
tt0023382,Red Dust,1932.0,83.0,"Drama,Romance",7.3,3649.0,2.0,0.0,1.0,2.0,3.0,1.0,0.5,0.0,0.5,9.0,0.3333333333333333,0.6666666666666666
tt0023385,Red-Headed Woman,1932.0,79.0,"Comedy,Romance",7.0,2586.0,2.0,2.0,0.0,2.0,3.0,0.0,0.5,0.4,0.0,9.0,0.4444444444444444,0.5555555555555556
tt0023394,The Rich Are Always with Us,1932.0,71.0,"Comedy,Drama,Romance",6.5,847.0,3.0,1.0,0.0,2.0,2.0,2.0,0.6,0.3333333333333333,0.0,10.0,0.4,0.6
tt0023395,East of Shanghai,1931.0,92.0,"Comedy,Drama,Romance",5.8,3825.0,2.0,1.0,0.0,2.0,4.0,0.0,0.5,0.2,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0023427,Scarface,1932.0,93.0,"Action,Crime,Drama",7.8,24090.0,2.0,0.0,0.0,2.0,5.0,0.0,0.5,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0023458,Shanghai Express,1932.0,82.0,"Adventure,Drama,Romance",7.3,7043.0,2.0,0.0,0.0,4.0,2.0,1.0,0.3333333333333333,0.0,0.0,9.0,0.2222222222222222,0.7777777777777778
tt0023470,The Sign of the Cross,1932.0,108.0,"Drama,History",6.9,1880.0,2.0,0.0,0.0,2.0,4.0,0.0,0.5,0.0,0.0,8.0,0.25,0.75
tt0023488,Smilin' Through,1932.0,98.0,"Drama,Romance",6.9,1036.0,1.0,3.0,0.0,3.0,3.0,0.0,0.25,0.5,0.0,10.0,0.4,0.6
tt0023491,So Big!,1932.0,81.0,"Drama,Romance",6.9,1345.0,2.0,1.0,0.0,2.0,2.0,2.0,0.5,0.3333333333333333,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0023498,Speak Easily,1932.0,82.0,Comedy,5.9,814.0,3.0,0.0,0.0,3.0,1.0,2.0,0.5,0.0,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0023551,Tarzan the Ape Man,1932.0,100.0,"Action,Adventure,Romance",7.0,6717.0,1.0,0.0,0.0,3.0,4.0,2.0,0.25,0.0,0.0,10.0,0.1,0.9
tt0023556,Taxi,1931.0,69.0,"Crime,Drama,Romance",6.7,1105.0,1.0,0.0,0.0,3.0,4.0,1.0,0.25,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0023563,The Testament of Dr. Mabuse,1933.0,122.0,"Crime,Horror,Mystery",8.0,10938.0,0.0,1.0,0.0,4.0,4.0,1.0,0.0,0.2,0.0,10.0,0.1,0.9
tt0023582,Thirteen Women,1932.0,73.0,"Drama,Horror,Mystery",6.3,1049.0,3.0,0.0,0.0,1.0,3.0,2.0,0.75,0.0,0.0,9.0,0.3333333333333333,0.6666666666666666
tt0023590,Three on a Match,1932.0,63.0,"Crime,Drama,Romance",7.2,3164.0,3.0,0.0,0.0,1.0,4.0,2.0,0.75,0.0,0.0,10.0,0.3,0.7
tt0023622,Trouble in Paradise,1932.0,83.0,"Comedy,Crime,Romance",8.0,12250.0,2.0,0.0,0.0,2.0,4.0,2.0,0.5,0.0,0.0,10.0,0.2,0.8
tt0023629,Two Seconds,1932.0,67.0,"Drama,Thriller",6.9,845.0,1.0,0.0,0.0,4.0,2.0,2.0,0.2,0.0,0.0,9.0,0.1111111111111111,0.8888888888888888
tt0023634,"I Was Born, But...",1932.0,100.0,"Comedy,Drama",8.0,4582.0,1.0,0.0,0.0,3.0,1.0,0.0,0.25,0.0,0.0,5.0,0.2,0.8
tt0023649,Vampyr,1932.0,75.0,"Fantasy,Horror",7.6,14792.0,2.0,0.0,0.0,2.0,2.0,2.0,0.5,0.0,0.0,8.0,0.25,0.75
