tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,directors,writers,averageRating,numVotes
tt0030879,Too Hot to Handle,Too Hot to Handle,1938.0,107.0,"Adventure,Comedy,Drama",nm0176699,"nm0821716,nm0536941,nm0358730,nm0000036,nm0330390,nm0736911,nm0914362",6.7,1321.0
tt0030881,Too Much Johnson,Too Much Johnson,1938.0,67.0,Comedy,nm0000080,"nm0319069,nm0000080",5.9,498.0
tt0030944,Vivacious Lady,Vivacious Lady,1938.0,90.0,"Comedy,Romance",nm0828419,"nm0938439,nm0656039,nm0943782,nm0152157",7.3,2977.0
tt0030947,Volga - Volga,Volga - Volga,1938.0,104.0,"Comedy,Musical",nm0017893,"nm0258755,nm0632120,nm0901776",6.7,606.0
tt0030989,A Yank at Oxford,A Yank at Oxford,1938.0,102.0,"Drama,Romance,Sport",nm0176699,"nm0102167,nm0274923,nm0649183,nm0330390,nm0319148,nm0389580,nm0766850,nm0141351,nm0280234,nm0534191,nm0675729,nm0915693",6.7,994.0
tt0030993,You Can't Take It with You,You Can't Take It with You,1938.0,126.0,"Comedy,Drama,Romance",nm0001008,"nm0728307,nm0442151,nm0366454",7.9,22222.0
tt0030996,You and Me,You and Me,1938.0,94.0,"Crime,Film-Noir,Romance",nm0000485,"nm0888144,nm0469915,nm0595654",7.0,982.0
tt0031000,Young Dr. Kildare,Young Dr. Kildare,1938.0,82.0,Drama,nm0118807,"nm0062738,nm0750822,nm0325135",6.8,471.0
tt0031002,The Young in Heart,The Young in Heart,1938.0,90.0,"Comedy,Drama","nm0861703,nm0587277,nm0908831,nm0695456","nm0651585,nm0943782,nm0071657",7.3,1182.0
tt0031020,The Adventures of Huckleberry Finn,The Adventures of Huckleberry Finn,1939.0,91.0,"Adventure,Drama,Family",nm0861703,"nm0124947,nm0759029,nm0878494",6.8,1080.0
tt0031022,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,1939.0,85.0,"Crime,Mystery,Thriller",nm0921288,"nm0089637,nm0237033,nm0319069,nm0236279",7.4,5991.0
tt0031033,Allegheny Uprising,Allegheny Uprising,1939.0,81.0,"Adventure,History,Western",nm0782682,"nm0938439,nm0841848",6.3,1481.0
tt0031047,Another Thin Man,Another Thin Man,1939.0,103.0,"Comedy,Crime,Mystery",nm0886754,"nm0329304,nm0352443,nm0358591,nm0002616",7.5,6151.0
tt0031058,Ask a Policeman,Ask a Policeman,1939.0,83.0,"Adventure,Comedy,Crime",nm0890085,"nm0319148,nm0249218,nm0346436,nm0651357",7.5,757.0
tt0031060,At the Circus,At the Circus,1939.0,87.0,"Comedy,Musical",nm0125636,"nm0106505,nm0000036,nm0821716",6.9,5371.0
tt0031066,Babes in Arms,Babes in Arms,1939.0,94.0,"Comedy,Musical",nm0000923,"nm0569650,nm0887858,nm0006256,nm0366414,nm0002616,nm0486538,nm0576046,nm0753249,nm0926217,nm0941138",6.4,2216.0
tt0031067,Bachelor Mother,Bachelor Mother,1939.0,82.0,"Comedy,Romance",nm0437717,"nm0469915,nm0413519,nm0437717",7.6,3473.0
tt0031088,Beau Geste,Beau Geste,1939.0,112.0,"Action,Adventure,Drama",nm0920074,"nm0308604,nm0942118",7.6,5265.0
tt0031102,Blackmail,Blackmail,1939.0,81.0,"Crime,Drama,Thriller",nm0693281,"nm0381082,nm0525067,nm0092015,nm0949130,nm0118736,nm0391763",6.7,626.0
tt0031143,The Cat and the Canary,The Cat and the Canary,1939.0,72.0,"Comedy,Horror,Mystery",nm0637790,"nm0216755,nm0823395,nm0929616",7.2,2457.0
tt0031147,Charlie Chan at Treasure Island,Charlie Chan at Treasure Island,1939.0,74.0,"Comedy,Crime,Horror",nm0287988,"nm0488295,nm0081788",7.3,1531.0
tt0031148,City in Darkness,City in Darkness,1939.0,75.0,"Drama,Mystery,Thriller",nm0498584,"nm0000252,nm0517567,nm0442456,nm0283780,nm0081788",6.8,1128.0
tt0031149,Charlie Chan in Reno,Charlie Chan in Reno,1939.0,71.0,"Crime,Drama,Mystery",nm0287988,"nm0405081,nm0712730,nm0448839,nm0943804,nm0081788",7.2,1235.0
tt0031173,Confessions of a Nazi Spy,Confessions of a Nazi Spy,1939.0,104.0,"Drama,War",nm0514822,"nm0471341,nm0923333,nm0878103",6.7,1378.0
tt0031208,The Human Monster,The Dark Eyes of London,1939.0,76.0,"Crime,Drama,Horror",nm0838820,"nm0908624,nm0457070,nm0838820,nm0034592,nm0887461",5.8,1072.0
tt0031210,Dark Victory,Dark Victory,1939.0,104.0,"Drama,Romance",nm0332539,"nm0732452,nm0108108,nm0088602",7.5,9513.0
tt0031225,Destry Rides Again,Destry Rides Again,1939.0,95.0,"Comedy,Western",nm0550892,"nm0413519,nm0700717,nm0616730,nm0062738",7.7,9576.0
tt0031235,Dodge City,Dodge City,1939.0,104.0,"Action,Drama,Romance",nm0002031,nm0118758,7.1,4422.0
tt0031252,Drums Along the Mohawk,Drums Along the Mohawk,1939.0,104.0,"Drama,History,Romance",nm0000406,"nm0873707,nm0397022,nm0249526,nm0001203,nm0580648",7.1,5380.0
tt0031260,Each Dawn I Die,Each Dawn I Die,1939.0,92.0,"Crime,Drama,Film-Noir",nm0445033,"nm0706993,nm0240417,nm0644114,nm0675002",7.3,2674.0
tt0031298,Fast and Furious,Fast and Furious,1939.0,73.0,"Comedy,Crime,Musical",nm0000923,nm0475823,6.2,619.0
tt0031302,5th Ave Girl,5th Ave Girl,1939.0,83.0,"Comedy,Romance",nm0478441,"nm0778818,nm0478441,nm0753452",6.8,1229.0
tt0031309,La fin du jour,La fin du jour,1939.0,99.0,Drama,nm0245213,"nm0245213,nm0816458",7.9,704.0
tt0031314,Five Came Back,Five Came Back,1939.0,75.0,"Adventure,Drama,Thriller",nm0268513,"nm0128332,nm0874308,nm0922264,nm0140958",7.1,1750.0
tt0031322,The Flying Deuces,The Flying Deuces,1939.0,69.0,"Comedy,War",nm0840042,"nm0817809,nm0736778,nm0771622,nm0003377",6.9,4439.0
tt0031334,The Four Feathers,The Four Feathers,1939.0,129.0,"Adventure,Drama,Romance",nm0466113,"nm0556571,nm0792670,nm0083742,nm0934497",7.5,5293.0
tt0031359,Gaslight,Gaslight,1940.0,84.0,Thriller,nm0225555,"nm0358096,nm0712653,nm0092658",7.3,3596.0
tt0031377,Golden Boy,Golden Boy,1939.0,99.0,"Drama,Romance,Sport",nm0541149,"nm0578439,nm0850168,nm0556945,nm0373511,nm0644048",6.9,1664.0
tt0031381,Gone with the Wind,Gone with the Wind,1939.0,238.0,"Drama,History,Romance","nm0939992,nm0281808,nm0002030","nm0593565,nm0397608,nm0308177,nm0372942,nm0842485,nm0886668",8.1,276697.0
tt0031385,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",1939.0,114.0,"Drama,Romance","nm0291548,nm0939992","nm0792670,nm0921995,nm0556178,nm0385264",7.9,9365.0
tt0031387,The Gorilla,The Gorilla,1939.0,66.0,"Comedy,Horror",nm0245385,"nm0817809,nm0416861,nm0799015",4.8,1192.0
tt0031397,Gulliver's Travels,Gulliver's Travels,1939.0,76.0,"Adventure,Animation,Comedy","nm0460667,nm0396043,nm0658476,nm0622451,nm0377431,nm0498984,nm0281487,nm0446041,nm0101466,nm0426322,nm0186276,nm0130725","nm0842605,nm0786545,nm0330106,nm0397175,nm0682481,nm0816917",6.7,3689.0
tt0031398,Gunga Din,Gunga Din,1939.0,117.0,"Adventure,Comedy,War",nm0828419,"nm0768540,nm0347451,nm0372942,nm0531269,nm0456017,nm0001203,nm0169556,nm0173303,nm0493071,nm0629580,nm0892044",7.4,10518.0
tt0031448,The Hound of the Baskervilles,The Hound of the Baskervilles,1939.0,80.0,"Horror,Mystery,Thriller",nm0485647,"nm0664251,nm0236279",7.5,8993.0
tt0031455,The Hunchback of Notre Dame,The Hunchback of Notre Dame,1939.0,117.0,"Drama,Romance",nm0226189,"nm0397022,nm0290863,nm0401076",7.8,9951.0
tt0031470,The Ice Follies of 1939,The Ice Follies of 1939,1939.0,82.0,"Drama,Music,Romance",nm0778306,"nm0695292,nm0753249,nm0941138,nm0570130",5.2,709.0
tt0031473,Idiot's Delight,Idiot's Delight,1939.0,107.0,"Comedy,Drama,Musical",nm0113284,"nm0062139,nm0792845",6.6,1248.0
tt0031477,In Name Only,In Name Only,1939.0,94.0,"Drama,Romance",nm0188669,"nm0792553,nm0108024",7.1,2503.0
tt0031491,Intermezzo,Intermezzo: A Love Story,1939.0,70.0,"Drama,Romance",nm0711855,"nm0642005,nm0828436,nm0596410",6.7,2150.0
tt0031500,It's a Wonderful World,It's a Wonderful World,1939.0,86.0,"Comedy,Crime,Mystery",nm0886754,"nm0372942,nm0542534",7.0,2429.0
tt0031505,Jamaica Inn,Jamaica Inn,1939.0,108.0,"Adventure,Crime",nm0000033,"nm0319148,nm0365661,nm0697362,nm0238898",6.3,8531.0
tt0031507,Jesse James,Jesse James,1939.0,106.0,"Biography,Crime,Drama","nm0454771,nm0191899","nm0425913,nm0288706,nm0448985,nm0518979",7.0,3790.0
tt0031514,Le Jour Se Leve,Le jour se lève,1939.0,93.0,"Crime,Drama,Romance",nm0138893,"nm0899254,nm0699535",7.7,6309.0
tt0031516,Juarez,Juarez,1939.0,125.0,"Biography,Drama,History",nm0226189,"nm0001379,nm0533418,nm0718140,nm0921268,nm0362274",7.0,1881.0
tt0031536,King of the Underworld,King of the Underworld,1939.0,67.0,"Crime,Drama,Romance",nm0782597,"nm0108579,nm0792605,nm0122446",6.4,937.0
tt0031580,The Little Princess,The Little Princess,1939.0,93.0,"Comedy,Drama,Family","nm0485943,nm0782682","nm0384248,nm0274923,nm0122364",7.2,5385.0
tt0031593,Love Affair,Love Affair,1939.0,88.0,"Comedy,Drama,Romance",nm0564970,"nm0202681,nm0829330,nm0186118,nm0564970,nm0067103",7.3,4106.0
tt0031602,Made for Each Other,Made for Each Other,1939.0,92.0,"Comedy,Drama,Romance",nm0188669,"nm0842485,nm0291263,nm0752541",6.4,3091.0
tt0031614,The Man They Could Not Hang,The Man They Could Not Hang,1939.0,64.0,"Crime,Horror,Sci-Fi",nm0342417,"nm0113954,nm0768536,nm0925129",6.9,1334.0
tt0031619,The Man in the Iron Mask,The Man in the Iron Mask,1939.0,113.0,"Adventure,History,Romance",nm0001843,"nm0241416,nm0115482",7.1,1399.0
tt0031647,Midnight,Midnight,1939.0,94.0,"Comedy,Romance",nm0500552,"nm0102818,nm0000697,nm0562372,nm0776456",7.9,4229.0
tt0031677,Mr. Moto in Danger Island,Mr. Moto in Danger Island,1939.0,64.0,"Crime,Drama,Mystery",nm0498584,"nm0590361,nm0718115,nm0108579,nm0888758,nm0549654,nm0432661,nm0804762",6.9,630.0
tt0031678,Mr. Moto's Last Warning,Mr. Moto's Last Warning,1939.0,71.0,"Crime,Drama,Mystery",nm0287988,"nm0531878,nm0287988,nm0549654",6.5,1136.0
tt0031679,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,1939.0,129.0,"Comedy,Drama",nm0001008,"nm0118227,nm0287931,nm0175333",8.1,102442.0
tt0031680,Mr. Wong in Chinatown,Mr. Wong in Chinatown,1939.0,71.0,"Adventure,Crime,Drama",nm0631438,"nm0201405,nm0928840",6.1,652.0
tt0031704,The Mystery of Mr. Wong,The Mystery of Mr. Wong,1939.0,68.0,Mystery,nm0631438,"nm0201405,nm0928840",6.4,655.0
tt0031708,Nancy Drew and the Hidden Staircase,Nancy Drew and the Hidden Staircase,1939.0,60.0,"Comedy,Crime,Mystery",nm0166058,"nm0303930,nm0444696",7.0,634.0
tt0031709,Nancy Drew... Reporter,Nancy Drew... Reporter,1939.0,68.0,"Comedy,Crime,Mystery",nm0166058,"nm0303930,nm0444696",6.7,995.0
tt0031725,Ninotchka,Ninotchka,1939.0,110.0,"Comedy,Romance",nm0523932,"nm0102818,nm0000697,nm0281556,nm0501872",7.9,18048.0
tt0031742,Of Mice and Men,Of Mice and Men,1939.0,106.0,Drama,nm0587277,"nm0825705,nm0813554",7.9,5251.0
tt0031747,The Oklahoma Kid,The Oklahoma Kid,1939.0,85.0,"Action,Adventure,History",nm0045800,"nm0240417,nm0118758,nm0660923,nm0459678,nm0644114,nm0706993",6.4,1897.0
tt0031750,The Old Maid,The Old Maid,1939.0,95.0,Drama,nm0332539,"nm0732452,nm0015399,nm0923585",7.6,3025.0
tt0031754,On Borrowed Time,On Borrowed Time,1939.0,99.0,"Drama,Fantasy",nm0118807,"nm0002316,nm0642168,nm0921995,nm0651585,nm0914245",7.7,1728.0
tt0031762,Only Angels Have Wings,Only Angels Have Wings,1939.0,121.0,"Adventure,Drama,Romance",nm0001328,"nm0299154,nm0001328,nm0341178,nm0710299",7.7,11728.0
tt0031796,The Phantom Creeps,The Phantom Creeps,1939.0,265.0,"Action,Horror,Sci-Fi","nm0328966,nm0066247","nm0687741,nm0225458,nm0054714,nm0178459",4.7,795.0
tt0031826,The Private Lives of Elizabeth and Essex,The Private Lives of Elizabeth and Essex,1939.0,106.0,"Biography,Drama,History",nm0002031,"nm0706993,nm0533418,nm0027173",7.1,4826.0
tt0031831,Clouds Over Europe,Q Planes,1939.0,82.0,"Comedy,Drama,Mystery","nm0924065,nm0940499","nm0930178,nm0926525,nm0934497,nm0198202",6.5,718.0
tt0031835,The Rains Came,The Rains Came,1939.0,103.0,"Adventure,Drama,Romance",nm0113284,"nm0242897,nm0430756,nm0111313",6.9,1762.0
tt0031842,The Real Glory,The Real Glory,1939.0,96.0,"Action,History,Romance",nm0368871,"nm0842485,nm0696190,nm0166606",6.6,779.0
tt0031851,The Return of Doctor X,The Return of Doctor X,1939.0,62.0,"Horror,Mystery,Sci-Fi",nm0792605,"nm0441769,nm0538618",5.7,1791.0
tt0031867,The Roaring Twenties,The Roaring Twenties,1939.0,106.0,"Crime,Drama,Film-Noir",nm0909825,"nm0907003,nm0531335,nm0744035,nm0375446,nm0049898,nm0231893,nm0923333",8.0,12153.0
tt0031885,The Rules of the Game,La règle du jeu,1939.0,110.0,"Comedy,Drama",nm0719756,"nm0719756,nm0002569",8.0,25443.0
tt0031890,The Saint Strikes Back,The Saint Strikes Back,1939.0,64.0,"Crime,Drama,Mystery",nm0268513,"nm0878605,nm0153546,nm0249358",6.3,838.0
tt0031891,The Saint in London,The Saint in London,1939.0,77.0,"Action,Comedy,Crime",nm0141351,"nm0740528,nm0272046,nm0153546",6.4,760.0
tt0031951,Son of Frankenstein,Son of Frankenstein,1939.0,99.0,"Drama,Horror,Sci-Fi",nm0498174,"nm0791217,nm0178459",7.1,8525.0
tt0031968,The Spy in Black,The Spy in Black,1939.0,82.0,"Thriller,War",nm0003836,"nm0167202,nm0696247,nm0675729",6.9,1863.0
tt0031971,Stagecoach,Stagecoach,1939.0,96.0,"Adventure,Drama,Western",nm0000406,"nm0370697,nm0629580,nm0372942",7.9,40815.0
tt0031973,Stanley and Livingstone,Stanley and Livingstone,1939.0,101.0,"Adventure,Drama,History","nm0112897,nm0454771","nm0242897,nm0430756,nm0518979,nm0375500,nm0089637,nm0237033,nm0664251",7.0,1213.0
tt0031981,The Story of Alexander Graham Bell,The Story of Alexander Graham Bell,1939.0,98.0,"Biography,Drama,History",nm0191899,"nm0365222,nm0873707,nm0409069,nm0818328",6.9,949.0
tt0031983,The Story of Vernon and Irene Castle,The Story of Vernon and Irene Castle,1939.0,93.0,"Biography,Drama,Musical",nm0693281,"nm0792553,nm0358564,nm0949130,nm0145274",6.9,2173.0
tt0031995,Susannah of the Mounties,Susannah of the Mounties,1939.0,79.0,"Drama,Family,Romance","nm0782682,nm0485943","nm0000252,nm0517567,nm0479324,nm0274923,nm0219603,nm0247252,nm0416861,nm0580648,nm0722289,nm1213650",6.6,739.0
tt0032007,Tarzan Finds a Son!,Tarzan Finds a Son!,1939.0,82.0,"Action,Adventure,Family",nm0861703,"nm0401738,nm0123194",6.6,3067.0
tt0032022,They Made Me a Criminal,They Made Me a Criminal,1939.0,92.0,"Crime,Drama,Film-Noir",nm0000923,"nm0381280,nm0589616,nm0228693",6.8,1876.0
tt0032043,Topper Takes a Trip,Topper Takes a Trip,1938.0,80.0,"Comedy,Fantasy,Romance",nm0572851,"nm0422382,nm0602840,nm0285578,nm0810158",6.6,1031.0
tt0032049,Tower of London,Tower of London,1939.0,92.0,"Drama,History",nm0498174,nm0498133,6.7,1683.0
tt0032080,Union Pacific,Union Pacific,1939.0,135.0,"Drama,Western",nm0001124,"nm0216755,nm0837989,nm0489679,nm0192325,nm0370697,nm0107288,nm0534221,nm0712060",7.1,2496.0
tt0032138,The Wizard of Oz,The Wizard of Oz,1939.0,102.0,"Adventure,Family,Fantasy","nm0896542,nm0503777,nm0002030,nm0861703,nm0851537,nm0281808","nm0486538,nm0753249,nm0941138,nm0000875,nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015",8.0,362604.0
tt0032143,The Women,The Women,1939.0,133.0,"Comedy,Drama",nm0002030,"nm0524403,nm0002616,nm0613848,nm0280234,nm0829330",7.8,12020.0
tt0032145,Wuthering Heights,Wuthering Heights,1939.0,104.0,"Drama,Romance",nm0943758,"nm0531269,nm0372942,nm0111577,nm0001379",7.6,15621.0
tt0032152,You Can't Cheat an Honest Man,You Can't Cheat an Honest Man,1939.0,79.0,Comedy,"nm0550892,nm0166836","nm0547938,nm0533067,nm0293388,nm0001211,nm0425225,nm0513858,nm0781719,nm0786827",7.0,1493.0
tt0032153,You Can't Get Away with Murder,You Can't Get Away with Murder,1939.0,79.0,"Crime,Drama,Film-Noir",nm0782597,"nm0118758,nm0752514,nm0303930,nm0492431,nm0278127",6.3,861.0
tt0032155,Young Mr. Lincoln,Young Mr. Lincoln,1939.0,100.0,"Biography,Drama,History",nm0000406,nm0873707,7.6,7107.0
tt0032156,The Story of the Last Chrysanthemum,Zangiku monogatari,1939.0,143.0,"Drama,Romance",nm0003226,"nm0442736,nm0613527,nm0406808",7.9,2979.0
tt0032181,Abe Lincoln in Illinois,Abe Lincoln in Illinois,1940.0,110.0,"Biography,Drama,History",nm0188669,"nm0792845,nm0428177",7.3,1588.0
tt0032186,You're Missing the Point,Ahí está el detalle,1940.0,112.0,Comedy,nm0124571,"nm0124571,nm0350927",8.2,1012.0
tt0032194,"All This, and Heaven Too","All This, and Heaven Too",1940.0,141.0,"Drama,Romance",nm0514822,"nm0276019,nm0732452",7.5,4144.0
tt0032215,The Ape,The Ape,1940.0,62.0,Horror,nm0631438,"nm0794280,nm0802561,nm0140958",4.6,1524.0
tt0032221,Arizona,Arizona,1940.0,125.0,Western,nm0749484,"nm0083125,nm0445502",6.8,1073.0
tt0032234,The Bank Dick,The Bank Dick,1940.0,72.0,Comedy,nm0166836,"nm0001211,nm0140958",7.2,6483.0
tt0032245,Before I Hang,Before I Hang,1940.0,62.0,"Crime,Horror,Sci-Fi",nm0342417,"nm0028826,nm0113954",6.1,934.0
tt0032247,Beyond Tomorrow,Beyond Tomorrow,1940.0,84.0,"Drama,Fantasy,Romance",nm0840042,"nm0173532,nm0186118",6.6,1379.0
tt0032258,Black Friday,Black Friday,1940.0,70.0,"Crime,Drama,Horror",nm0523893,"nm0802561,nm0852338,nm0367060",6.3,1896.0
tt0032264,The Blue Bird,The Blue Bird,1940.0,88.0,"Adventure,Comedy,Family",nm0485943,"nm0535508,nm0664251,nm0120190",6.4,1504.0
tt0032273,Boom Town,Boom Town,1940.0,119.0,"Adventure,Drama,Romance",nm0176699,"nm0536941,nm0335455",7.1,2923.0
tt0032281,Brigham Young,Brigham Young,1940.0,114.0,"Adventure,Biography,History",nm0368871,"nm0111313,nm0873707",6.4,937.0
tt0032284,Broadway Melody of 1940,Broadway Melody of 1940,1940.0,102.0,Musical,nm0851537,"nm0330390,nm0649183,nm0569650,nm0770196,nm0002545,nm0216755,nm0493071,nm0543171,nm0602840,nm0681052,nm0799015",7.3,2029.0
tt0032285,Brother Orchid,Brother Orchid,1940.0,88.0,"Comedy,Crime,Drama",nm0045800,"nm0049898,nm0175028,nm0531335,nm0907003",7.0,2285.0
tt0032290,Buck Rogers,Buck Rogers,1939.0,237.0,"Adventure,Family,Fantasy","nm0328966,nm0066247","nm0355963,nm0870816,nm0130071,nm0637464",6.9,726.0
tt0032324,Charlie Chan at the Wax Museum,Charlie Chan at the Wax Museum,1940.0,63.0,"Comedy,Crime,Mystery",nm0794973,"nm0488295,nm0081788",7.3,1418.0
tt0032325,Charlie Chan in Panama,Charlie Chan in Panama,1940.0,67.0,"Adventure,Comedy,Crime",nm0287988,"nm0488295,nm0956342,nm0081788,nm0222164",7.3,1216.0
tt0032326,Charlie Chan's Murder Cruise,Charlie Chan's Murder Cruise,1940.0,76.0,"Comedy,Crime,Mystery",nm0285946,"nm0925397,nm0956342,nm0081788,nm0000252,nm0517567",7.3,1165.0
tt0032338,Christmas in July,Christmas in July,1940.0,67.0,"Comedy,Romance",nm0002545,nm0002545,7.4,3114.0
tt0032339,A Chump at Oxford,A Chump at Oxford,1939.0,62.0,Comedy,nm0332531,"nm0736778,nm0012148,nm0003377,nm0491048",7.4,3364.0
tt0032342,City for Conquest,City for Conquest,1940.0,104.0,"Drama,Music,Sport","nm0514822,nm0624535","nm0923333,nm0437189",7.3,2015.0
tt0032349,Comrade X,Comrade X,1940.0,104.0,"Comedy,Romance",nm0896542,"nm0372942,nm0496468,nm0281556,nm0542534,nm0718106",6.6,1241.0
tt0032356,Blackout,Contraband,1940.0,92.0,"Crime,Drama,Romance",nm0003836,"nm0696247,nm0003836,nm0930178",6.9,961.0
tt0032376,"Dance, Girl, Dance","Dance, Girl, Dance",1940.0,90.0,"Comedy,Drama,Musical","nm0002188,nm0215877","nm0805756,nm0204608,nm0062139",6.7,1831.0
tt0032383,Dark Command,Dark Command,1940.0,94.0,"Drama,Romance,Western",nm0909825,"nm0428177,nm0396754,nm0378540,nm0122446,nm0287430",6.8,2245.0
tt0032390,The Devil Bat,The Devil Bat,1940.0,68.0,"Horror,Sci-Fi",nm0946391,"nm0627454,nm0108579",5.5,2467.0
tt0032404,Doomed to Die,Doomed to Die,1940.0,68.0,"Crime,Drama,Film-Noir",nm0631438,"nm0415004,nm0079369,nm0928840",5.6,945.0
tt0032412,Dr. Cyclops,Dr. Cyclops,1940.0,77.0,"Adventure,Drama,Horror",nm0774325,"nm0453311,nm0102167",6.4,2116.0
tt0032413,Dr. Ehrlich's Magic Bullet,Dr. Ehrlich's Magic Bullet,1940.0,103.0,"Biography,Drama",nm0226189,"nm0001379,nm0378431,nm0122943",7.4,1378.0
tt0032432,"Edison, the Man","Edison, the Man",1940.0,107.0,"Biography,Drama",nm0113284,"nm0421255,nm0285199,nm0770196,nm0124947",7.1,1464.0
tt0032455,Fantasia,Fantasia,1940.0,125.0,"Animation,Family,Fantasy","nm0789313,nm0359457,nm0272568,nm0414144,nm0019282,nm0035899,nm0527217,nm0766402,nm0373429,nm1968474,nm0359610,nm0730860","nm0335469,nm0400056,nm0086293,nm0687624,nm0226679,nm0390839,nm0942687,nm0372604,nm0538164,nm0373871,nm0668998,nm0266338,nm0553200,nm0857936,nm0827963,nm0572689,nm0257481,nm0810324,nm0672093,nm0754836,nm0670328,nm0821707,nm0335296,nm6773872",7.8,85221.0
tt0032457,The Fatal Hour,The Fatal Hour,1940.0,68.0,"Crime,Mystery,Thriller",nm0631438,"nm0201405,nm0905729,nm0928840",5.5,943.0
tt0032467,The Fighting 69th,The Fighting 69th,1940.0,90.0,"Action,Adventure,Biography",nm0445033,"nm0706993,nm0629240,nm0718466",6.7,1694.0
tt0032475,Flash Gordon Conquers the Universe,Flash Gordon Conquers the Universe,1940.0,220.0,"Action,Adventure,Sci-Fi","nm0066247,nm0853028","nm0687741,nm0225458,nm0794088,nm0713204",6.8,1187.0
tt0032484,Foreign Correspondent,Foreign Correspondent,1940.0,120.0,"Action,Romance,Thriller",nm0000033,"nm0071657,nm0365661,nm0385264,nm0070361,nm0372942,nm0537363",7.5,17389.0
tt0032520,The Ghost Breakers,The Ghost Breakers,1940.0,85.0,"Comedy,Horror,Mystery",nm0550892,"nm0216755,nm0225469,nm0323766",7.2,2878.0
tt0032536,Go West,Go West,1940.0,80.0,"Comedy,Musical,Western",nm0125636,"nm0106505,nm0000036",6.9,4950.0
tt0032551,The Grapes of Wrath,The Grapes of Wrath,1940.0,129.0,"Drama,History",nm0000406,"nm0425913,nm0825705",8.0,83549.0
tt0032553,The Great Dictator,The Great Dictator,1940.0,125.0,"Comedy,Drama,War",nm0000122,nm0000122,8.4,192370.0
tt0032554,The Great McGinty,The Great McGinty,1940.0,82.0,Comedy,nm0002545,nm0002545,7.3,3255.0
tt0032599,His Girl Friday,His Girl Friday,1940.0,92.0,"Comedy,Drama,Romance",nm0001328,"nm0496468,nm0372942,nm0531269,nm0753452",7.9,50920.0
tt0032610,The House of the Seven Gables,The House of the Seven Gables,1940.0,89.0,"Drama,Thriller",nm0562004,"nm0170660,nm0338770,nm0370426",7.0,921.0
tt0032612,The Howards of Virginia,The Howards of Virginia,1940.0,116.0,"Drama,History,War",nm0515979,"nm0118227,nm0656161",6.2,989.0
tt0032617,I Love You Again,I Love You Again,1940.0,99.0,"Comedy,Romance",nm0886754,"nm0330390,nm0914362,nm0169665,nm0496468,nm0649183,nm0475823",7.5,2778.0
tt0032635,The Invisible Man Returns,The Invisible Man Returns,1940.0,81.0,"Drama,Horror,Mystery",nm0562004,"nm0920229,nm0562004,nm0802561,nm0170660,nm0067794",6.6,3311.0
tt0032636,Invisible Stripes,Invisible Stripes,1939.0,81.0,"Crime,Drama,Film-Noir",nm0045800,"nm0240417,nm0278127,nm0492431",6.7,1302.0
tt0032637,The Invisible Woman,The Invisible Woman,1940.0,72.0,"Comedy,Romance,Sci-Fi",nm0840042,"nm0802561,nm0562004,nm0498738,nm0727411,nm0700717",6.1,2049.0
tt0032643,It All Came True,It All Came True,1940.0,97.0,"Comedy,Crime,Drama",nm0782597,"nm0111313,nm0275255,nm0453885,nm0202681",6.7,978.0
tt0032651,Johnny Apollo,Johnny Apollo,1940.0,94.0,"Crime,Drama,Film-Noir",nm0368871,"nm0242897,nm0114602,nm0257143,nm0518979,nm0448985",7.0,1085.0
tt0032653,Jud Süß,Jud Süß,1940.0,98.0,Drama,nm0363235,"nm0363235,nm0595433,nm0582742,nm0310018,nm1940661",5.2,2864.0
tt0032671,Kitty Foyle,Kitty Foyle,1940.0,108.0,"Drama,Romance",nm0939992,"nm0605870,nm0874308,nm0829330",7.0,2994.0
tt0032676,Knute Rockne All American,Knute Rockne All American,1940.0,98.0,"Biography,Drama,Sport","nm0397678,nm0045800","nm0118758,nm1843377",6.8,1677.0
tt0032701,The Letter,The Letter,1940.0,95.0,"Crime,Drama,Film-Noir",nm0943758,"nm0560857,nm0462321",7.6,11106.0
tt0032728,The Long Voyage Home,The Long Voyage Home,1940.0,105.0,"Drama,War",nm0000406,"nm0642156,nm0629580",7.0,3675.0
tt0032762,The Mark of Zorro,The Mark of Zorro,1940.0,94.0,"Action,Adventure,Romance",nm0541149,"nm0285218,nm0287124,nm0580648,nm0191547",7.5,8966.0
tt0032811,The Mortal Storm,The Mortal Storm,1940.0,100.0,Drama,nm0097648,"nm0921995,nm0254690,nm0296207,nm0098712",7.8,4263.0
tt0032818,The Mummy's Hand,The Mummy's Hand,1940.0,67.0,"Adventure,Fantasy,Horror",nm0127511,"nm0419591,nm0788058,nm0049721,nm0686089,nm0701233,nm0770337",6.1,3293.0
tt0032819,Murder Over New York,Murder Over New York,1940.0,65.0,"Comedy,Crime,Mystery",nm0480046,"nm0956342,nm0081788",7.1,1111.0
